player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Chris Oladokun,QB,KC,NA,0.65,0.41,4.34,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,55838,FanDuel,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,43,382,28,16,Kansas City Chiefs,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Easton Stick,QB,ATL,NA,0.63,0.4,4.15,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,54737,FanDuel,14069,NA,NA,NA,NA,NA,NA,0,0,0,0,43,382,26,2,Atlanta Falcons,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Joshua Dobbs,QB,NE,NA,0.64,0.41,3.94,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,53987,FanDuel,13119,NA,NA,NA,NA,NA,NA,0,0,0,0,47,386,11,19,New England Patriots,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Mitchell Trubisky,QB,BUF,NA,0.62,0.41,4.1,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,53426,FanDuel,13115,NA,NA,NA,NA,NA,NA,0,0,0,0,47,386,3,4,Buffalo Bills,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Zach Wilson,QB,MIA,NA,0.62,0.38,3.92,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,54874,FanDuel,15239,NA,NA,NA,NA,NA,NA,0,0,0,0,47,386,32,17,Miami Dolphins,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Riley Leonard,QB,IND,NA,0.62,0.39,4.02,NA,0.02,0.02,NA,0,0,NA,0,NA,0.22,NA,56511,FanDuel,17035,NA,NA,NA,NA,NA,NA,0,0,0,0,47,386,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Dillon Gabriel,QB,CLE,NA,0.62,0.37,3.65,NA,0.02,0.02,NA,0,0,NA,0,NA,0.21,NA,56442,FanDuel,17037,NA,NA,NA,NA,NA,NA,0,0,0,0,51,390,18,8,Cleveland Browns,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Spencer Rattler,QB,NO,NA,0.63,0.43,3.85,NA,0.02,0.02,NA,0,0,NA,0,NA,0.21,NA,56128,FanDuel,16586,NA,NA,NA,NA,NA,NA,0,0,0,0,51,390,27,20,New Orleans Saints,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Adrian Martinez,QB,NYJ,NA,0.57,0.36,3.77,NA,0.02,0.02,NA,0,0,NA,0,NA,0.21,NA,56465,FanDuel,16868,NA,NA,NA,NA,NA,NA,0,0,0,0,51,390,13,22,New York Jets,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Tyler Huntley,QB,BAL,NA,0.59,0.37,3.49,NA,0.02,0.02,NA,0,0,NA,0,NA,0.2,NA,54818,FanDuel,14789,NA,NA,NA,NA,NA,NA,0,0,0,0,54,393,9,3,Baltimore Ravens,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Tyson Bagent,QB,CHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55807,FanDuel,16384,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,14,6,Chicago Bears,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Josh Johnson,QB,WSH,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,38,FanDuel,9207,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,6,32,Washington Commanders,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Sam Howell,QB,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55563,FanDuel,15693,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,30,24,Philadelphia Eagles,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Jayden Daniels,QB,WSH,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55928,FanDuel,16581,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,6,32,Washington Commanders,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Tanner McKee,QB,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56228,FanDuel,15702,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,30,24,Philadelphia Eagles,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Jimmy Garoppolo,QB,LA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,52645,FanDuel,11760,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,1,33,Los Angeles Rams,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Drew Lock,QB,SEA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54167,FanDuel,14057,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,4,28,Seattle Seahawks,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Jalen Milroe,QB,SEA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56376,FanDuel,17033,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,4,28,Seattle Seahawks,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Stetson Bennett,QB,LA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56548,FanDuel,16153,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,1,33,Los Angeles Rams,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Cooper Rush,QB,BAL,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,53672,FanDuel,13124,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,9,3,Baltimore Ravens,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Tommy DeVito,QB,NE,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55831,FanDuel,16441,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,11,19,New England Patriots,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Teddy Bridgewater,QB,TB,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,52433,FanDuel,11640,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,24,30,Tampa Bay Buccaneers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Bailey Zappe,QB,CLE,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55423,FanDuel,15696,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,18,8,Cleveland Browns,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Trey Lance,QB,LAC,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54879,FanDuel,15240,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,31,34,Los Angeles Chargers,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Tyrod Taylor,QB,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,4371,FanDuel,10413,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,13,22,New York Jets,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Justin Fields,QB,NYJ,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54863,FanDuel,15238,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,13,22,New York Jets,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Russell Wilson,QB,NYG,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,4481,FanDuel,10703,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,10,21,New York Giants,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Brandon Allen,QB,TEN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54403,FanDuel,12621,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,12,31,Tennessee Titans,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Kyler Murray,QB,ARI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54125,FanDuel,14056,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,19,1,Arizona Cardinals,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Kenny Pickett,QB,LV,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55275,FanDuel,15692,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,2,35,Las Vegas Raiders,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Aidan O'Connell,QB,LV,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55771,FanDuel,16159,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,2,35,Las Vegas Raiders,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Kyle Allen,QB,DET,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54111,FanDuel,13879,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,20,11,Detroit Lions,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Skylar Thompson,QB,PIT,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55450,FanDuel,15699,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,21,25,Pittsburgh Steelers,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Jake Browning,QB,CIN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55706,FanDuel,14358,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,22,7,Cincinnati Bengals,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Quinn Ewers,QB,MIA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56528,FanDuel,17034,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,32,17,Miami Dolphins,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Brett Rypien,QB,IND,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54666,FanDuel,14065,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Mac Jones,QB,SF,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54872,FanDuel,15241,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,16,27,San Francisco 49ers,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Anthony Richardson,QB,IND,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55623,FanDuel,16152,NA,NA,NA,NA,NA,NA,0,0,0,0,55,396,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
