player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Jaylin Noel,WR,HOU,NA,NA,0.6,7.1,NA,NA,0,0.2,1.2,NA,0,0,1.1,NA,27122,FantasyPros,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.4,4.2,NA,NA,0,0.8,3.3,NA,0,0,1,NA,27294,FantasyPros,17234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikko Remigio,WR,KC,NA,NA,0.8,8.4,NA,NA,0,0,0,NA,0,0,1,NA,25772,FantasyPros,16422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gage Larvadain,WR,CLE,NA,NA,0.4,5.1,NA,NA,0,0.5,2.1,NA,0,0,1,NA,27829,FantasyPros,17349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,NA,0.6,6.3,NA,NA,0,0,0,NA,0,0,0.9,NA,18902,FantasyPros,14548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.5,6.1,NA,NA,0,0,0.1,NA,0,0,0.9,NA,26011,FantasyPros,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.6,6.2,NA,NA,0,0,0,NA,0,0,0.8,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.5,6,NA,NA,0,0,0,NA,0,0,0.8,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.3,3.4,NA,NA,0,0.6,1.8,NA,0,0,0.8,NA,27144,FantasyPros,17096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Cooper,WR,PHI,NA,NA,0.5,5.4,NA,NA,0,0,0,NA,0,0,0.7,NA,27866,FantasyPros,17333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Turner,WR,LV,NA,NA,0.5,5.3,NA,NA,0,0,0,NA,0,0,0.7,NA,23423,FantasyPros,15995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAC,NA,NA,0.3,3.9,NA,NA,0,0.3,0.9,NA,0,0,0.7,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,TEN,NA,NA,0.5,5.2,NA,NA,0,0,0.2,NA,0,0,0.7,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,NA,0.4,3.9,NA,NA,0,0.1,0.4,NA,0,0,0.7,NA,27147,FantasyPros,17079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Drummond,WR,ATL,NA,NA,0.4,4.3,NA,NA,0,0,0,NA,0,0,0.6,NA,25912,FantasyPros,16429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,0.3,3.6,NA,NA,0,0,0.1,NA,0,0,0.6,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.3,3.5,NA,NA,0,0,0.1,NA,0,0,0.6,NA,19801,FantasyPros,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.3,3.8,NA,NA,0,0,0,NA,0,0,0.6,NA,24372,FantasyPros,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,CHI,NA,NA,0.5,4.5,NA,NA,0,0,0.1,NA,0,0.1,0.5,NA,19270,FantasyPros,14847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,WAS,NA,NA,0.3,3.4,NA,NA,0,0,0,NA,0,0,0.5,NA,17224,FantasyPros,13862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Brooks,WR,ARI,NA,NA,0.3,3.5,NA,NA,0,0,0,NA,0,0,0.5,NA,25468,FantasyPros,16364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Kennedy,WR,DET,NA,NA,0.2,3,NA,NA,0,0,0,NA,0,0,0.5,NA,19052,FantasyPros,14503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.3,3.1,NA,NA,0,0,0,NA,0,0,0.4,NA,27076,FantasyPros,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,NA,NA,0.2,2.1,NA,NA,0,0,0.3,NA,0,0,0.4,NA,19093,FantasyPros,14555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Kinsey,WR,TEN,NA,NA,0.2,2.1,NA,NA,0,0,0,NA,0,0,0.3,NA,19704,FantasyPros,15535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.2,1.6,NA,NA,0,0,0.1,NA,0,0,0.2,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody White,WR,SEA,NA,NA,0.1,1.5,NA,NA,0,0,0,NA,0,0,0.2,NA,19739,FantasyPros,15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.1,1.2,NA,NA,0,0,0.2,NA,0,0,0.2,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,0,0,0.2,NA,26404,FantasyPros,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,IND,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0,0.2,NA,15495,FantasyPros,12645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0,0.2,NA,26626,FantasyPros,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dareke Young,WR,SEA,NA,NA,0.1,1,NA,NA,0,0,0,NA,0,0,0.1,NA,24570,FantasyPros,15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0.1,0.9,NA,NA,0,0,0.1,NA,0,0,0.1,NA,27486,FantasyPros,17192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,8,8,110.9,NA,NA,1,0.3,2.6,NA,0,0.1,19.37,NA,17779,FleaFlicker,16211,8,@ATLMon 8:15 PM,NA,WR1,1,113.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.9,6.9,84.4,NA,NA,1,0.2,0.8,NA,0,0,16.51,NA,16373,FleaFlicker,15287,8,@MINL 10-23,16.51,WR7,1,85.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,7,7,102.5,NA,NA,1,0.5,2.1,NA,0,0.1,16.42,NA,17606,FleaFlicker,16185,8,@CARSun 1:00 PM,NA,WR3,1,104.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7.5,7.5,89.7,NA,NA,1,0.3,1.4,NA,0,0.1,15.14,NA,16250,FleaFlicker,15281,0,ARISun 1:00 PM,NA,WR2,1,91.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6,6,85.7,NA,NA,1,0,0.7,NA,0,0,14.62,NA,15523,FleaFlicker,14832,0,@WASW 30-23,14.62,WR6,1,86.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,5.2,5.2,80.3,NA,NA,1,0,0.2,NA,0,0.1,13.95,NA,16859,FleaFlicker,15762,0,@WASW 30-23,13.95,WR4,1,80.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5,5,64.8,NA,NA,1,0,0,NA,0,0,12.4,NA,10252,FleaFlicker,11671,9,@MIASun 1:00 PM,NA,WR22,1,64.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.4,4.4,60,NA,NA,1,0,0.1,NA,0,0,11.95,NA,15585,FleaFlicker,14835,0,ARISun 1:00 PM,NA,WR13,1,60.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,6.5,6.5,77.1,NA,NA,0.4,0.1,0.4,NA,0,0,10.19,NA,16824,FleaFlicker,15754,1,@TENSun 1:00 PM,NA,WR10,0.4,77.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.8,5.8,72.8,NA,NA,0.5,0,0.1,NA,0,0,10.09,NA,16823,FleaFlicker,15751,5,LARMon 8:15 PM,NA,WR11,0.5,72.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.2,5.2,73,NA,NA,0.5,0.2,1,NA,0,0,10.08,NA,16281,FleaFlicker,15290,6,@LACSat 4:30 PM,NA,WR5,0.5,74,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.3,5.3,69.5,NA,NA,0.5,0,0,NA,0,0,9.7,NA,14694,FleaFlicker,14104,9,@BUFSun 4:25 PM,NA,WR8,0.5,69.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,4.1,4.1,67.3,NA,NA,0.4,0.4,1.9,NA,0,0,9.56,NA,16830,FleaFlicker,15756,8,@MINL 10-23,9.56,WR9,0.5,69.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.6,4.6,62.2,NA,NA,0.5,0,0,NA,0,0,8.84,NA,13795,FleaFlicker,13630,2,@KCW 20-13,8.84,WR15,0.5,62.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,4.9,4.9,67,NA,NA,0.3,0,0.1,NA,0,0,8.74,NA,16236,FleaFlicker,15284,2,TBSun 1:00 PM,NA,WR12,0.3,67.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,4.5,4.5,59.1,NA,NA,0.5,0,0.1,NA,0,0,8.6,NA,15751,FleaFlicker,14860,4,CHISun 8:20 PM,NA,WR21,0.5,59.1,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,5.1,5.1,62.6,NA,NA,0.4,0,0,NA,0,0,8.54,NA,11329,FleaFlicker,12186,4,@NYJSun 1:00 PM,NA,WR24,0.4,62.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.4,4.4,63,NA,NA,0.3,0.2,0.7,NA,0,0,8.47,NA,14746,FleaFlicker,14109,2,DALL 23-30,8.47,WR25,0.4,63.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,4.5,4.5,60.2,NA,NA,0.4,0,0.1,NA,0,0,8.41,NA,19258,FleaFlicker,17071,4,SEASun 1:00 PM,NA,WR14,0.4,60.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,NA,4.7,4.7,58.8,NA,NA,0.4,0.5,2.2,NA,0,0,8.32,NA,14949,FleaFlicker,14127,8,@INDSun 1:00 PM,NA,WR26,0.4,61,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,4,4,58.7,NA,NA,0.4,0,0.1,NA,0,0,8.22,NA,18381,FleaFlicker,16614,8,@CINSun 1:00 PM,NA,WR34,0.4,58.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,4.8,4.8,61.8,NA,NA,0.3,0,0.1,NA,0,0,8.1,NA,15540,FleaFlicker,14836,6,DETW 23-10,8.1,WR18,0.3,61.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5,5,62.7,NA,NA,0.2,0.5,2.6,NA,0,0.1,7.99,NA,17595,FleaFlicker,16190,7,@GBSat 8:00 PM,NA,WR16,0.3,65.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,4.4,4.4,58.6,NA,NA,0.4,0,0.1,NA,0,0,7.97,NA,17671,FleaFlicker,16206,8,@CINSun 1:00 PM,NA,WR20,0.4,58.6,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4,4,50.9,NA,NA,0.4,0.9,5,NA,0,0,7.93,NA,13764,FleaFlicker,13635,5,@SFSun 8:20 PM,NA,WR31,0.4,55.9,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,3.6,3.6,54.4,NA,NA,0.3,0.4,1.3,NA,0,0,7.73,NA,18361,FleaFlicker,16618,8,@INDSun 1:00 PM,NA,WR27,0.4,55.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3.3,3.3,54.5,NA,NA,0.4,0.1,0.2,NA,0,0,7.7,NA,16896,FleaFlicker,15789,5,BALSat 8:00 PM,NA,WR23,0.4,54.7,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,3.3,3.3,58.3,NA,NA,0.3,0.5,1.5,NA,0,0,7.66,NA,16842,FleaFlicker,15768,1,JACSun 1:00 PM,NA,WR35,0.3,59.8,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.6,4.6,56.6,NA,NA,0.3,0,0,NA,0,0,7.64,NA,16253,FleaFlicker,15282,9,@BUFSun 4:25 PM,NA,WR17,0.3,56.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,4.6,4.6,55.5,NA,NA,0.3,0,0.1,NA,0,0,7.48,NA,18407,FleaFlicker,16627,2,HOUSat 4:30 PM,NA,WR19,0.3,55.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,5.1,5.1,54.3,NA,NA,0.3,0.1,0.7,NA,0,0,7.22,NA,16869,FleaFlicker,15757,4,@LVSun 4:05 PM,NA,WR29,0.3,55,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,3.8,3.8,48.9,NA,NA,0.3,0.5,2.9,NA,0,0,7.12,NA,17635,FleaFlicker,16287,8,NYGSun 4:05 PM,NA,WR50,0.3,51.8,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,NA,4.1,4.1,45.8,NA,NA,0.3,0.5,4,NA,0.1,0,6.88,NA,14702,FleaFlicker,14136,2,DALL 23-30,6.88,WR32,0.3,49.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,4.7,4.7,49.5,NA,NA,0.3,0.3,1.1,NA,0,0,6.78,NA,15603,FleaFlicker,14842,1,JACSun 1:00 PM,NA,WR30,0.3,50.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.4,3.4,43.5,NA,NA,0.3,1.3,5.8,NA,0,0.1,6.75,NA,17674,FleaFlicker,16184,5,BALSat 8:00 PM,NA,WR37,0.3,49.2,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,4.5,4.5,49.7,NA,NA,0.3,0,0.1,NA,0,0,6.7,NA,16947,FleaFlicker,15761,7,PHISun 4:25 PM,NA,WR36,0.3,49.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,3.9,3.9,44.6,NA,NA,0.3,0.5,1.7,NA,0,0,6.61,NA,18466,FleaFlicker,16619,2,@KCW 20-13,6.61,WR33,0.3,46.3,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden,WR,CHI,NA,3.9,3.9,47.4,NA,NA,0.3,0.6,2.4,NA,0,0,6.58,NA,19335,FleaFlicker,17070,5,@SFSun 8:20 PM,NA,WR47,0.3,49.8,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,3.4,3.4,43.5,NA,NA,0.3,0.4,1.7,NA,0,0,6.56,NA,17738,FleaFlicker,16192,8,@INDSun 1:00 PM,NA,WR54,0.3,45.2,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,NA,3.3,3.3,43.5,NA,NA,0.2,1.3,5.6,NA,0,0.1,6.37,NA,17243,FleaFlicker,16080,8,@CARSun 1:00 PM,NA,WR49,0.3,49.1,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,4,4,45.6,NA,NA,0.3,0,0,NA,0,0,6.3,NA,12926,FleaFlicker,13163,9,@MIASun 1:00 PM,NA,WR41,0.3,45.6,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,3.6,3.6,45.5,NA,NA,0.3,0,0.3,NA,0,0,6.14,NA,17613,FleaFlicker,16186,6,DETW 23-10,6.14,WR39,0.3,45.8,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,3,3,44.1,NA,NA,0.3,0.1,1.1,NA,0,0,6.14,NA,18377,FleaFlicker,16622,4,CHISun 8:20 PM,NA,WR46,0.3,45.2,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,3,3,42,NA,NA,0.3,0,0.2,NA,0,0,6.06,NA,17593,FleaFlicker,16188,2,HOUSat 4:30 PM,NA,WR38,0.3,42.2,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,3.2,3.2,44.2,NA,NA,0.3,0,0,NA,0,0,6.04,NA,13008,FleaFlicker,13289,4,@NYJSun 1:00 PM,NA,WR56,0.3,44.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.6,3.6,43.1,NA,NA,0.2,0.8,4.2,NA,0,0,6.02,NA,18363,FleaFlicker,16620,0,DENL 13-20,6.02,WR42,0.2,47.4,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.2,3.2,40,NA,NA,0.3,0,0,NA,0,0,5.92,NA,16941,FleaFlicker,15779,5,BALSat 8:00 PM,NA,WR40,0.3,40,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,3.2,3.2,41.5,NA,NA,0.3,0,0,NA,0,0,5.83,NA,12970,FleaFlicker,13164,8,@CARSun 1:00 PM,NA,WR62,0.3,41.5,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,NYJ,NA,3.2,3.2,43,NA,NA,0.2,0,0.4,NA,0,0,5.72,NA,18395,FleaFlicker,16626,9,NESun 1:00 PM,NA,WR45,0.2,43.4,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,3.3,3.3,35.2,NA,NA,0.3,0.7,2.9,NA,0,0,5.59,NA,19346,FleaFlicker,17171,0,NOSun 1:00 PM,NA,WR57,0.3,38.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,2.6,2.6,40,NA,NA,0.3,0,0,NA,0,0,5.58,NA,17725,FleaFlicker,16193,4,@NYJSun 1:00 PM,NA,WR52,0.3,40,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,3,3,38.4,NA,NA,0.3,0.1,0.5,NA,0,0,5.47,NA,19261,FleaFlicker,17081,9,@MIASun 1:00 PM,NA,WR28,0.3,38.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
