player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Dalton Schultz,TE,HOU,NA,3.3,3.3,35,NA,NA,0.2,0,4.38,NA,13853,FleaFlicker,13772,0,0,@KCSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE20,0.2,35,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.6,2.6,27.8,NA,NA,0.2,0,4.14,NA,13845,FleaFlicker,13672,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE26,0.2,27.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,2.7,2.7,27.8,NA,NA,0.2,0,3.78,NA,12069,FleaFlicker,12677,0,0,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE31,0.2,27.8,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,2.8,2.8,28.4,NA,NA,0.2,0,3.78,NA,15573,FleaFlicker,14867,0,0,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,TE22,0.2,28.4,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.9,2.9,29.9,NA,NA,0.1,0,3.75,NA,16912,FleaFlicker,15889,0,0,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE25,0.1,29.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.8,2.8,29,NA,NA,0.1,0,3.66,NA,14665,FleaFlicker,14137,0,0,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE32,0.1,29,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,2.7,2.7,27.6,NA,NA,0.1,0,3.64,NA,17123,FleaFlicker,16113,0,0,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE21,0.1,27.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,2.9,2.9,25.7,NA,NA,0.2,0,3.49,NA,9376,FleaFlicker,11247,0,0,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,TE14,0.2,25.7,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,2.4,2.4,23.1,NA,NA,0.2,0,3.31,NA,16986,FleaFlicker,15804,0,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE23,0.2,23.1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,2.4,2.4,24.6,NA,NA,0.1,0,3.28,NA,14781,FleaFlicker,14239,0,0,@GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,24.6,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,2.2,2.2,24.3,NA,NA,0.1,0,3.25,NA,17634,FleaFlicker,16212,0,0,JACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.1,24.3,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.2,2.2,23.4,NA,NA,0.1,0,3.17,NA,18477,FleaFlicker,16643,0,0,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,TE35,0.1,23.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2.6,2.6,25.2,NA,NA,0.1,0,3.16,NA,16932,FleaFlicker,15873,0,0,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,25.2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2,2,19.9,NA,NA,0.1,0,2.63,NA,13980,FleaFlicker,13847,0,0,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE29,0.1,19.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1.8,1.8,15.5,NA,NA,0.2,0,2.63,NA,14475,FleaFlicker,13763,0,0,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,TE24,0.2,15.5,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.7,1.7,17.9,NA,NA,0.1,0,2.49,NA,16314,FleaFlicker,15332,0,0,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,17.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,1.8,1.8,17,NA,NA,0.1,0,2.46,NA,12140,FleaFlicker,12678,0,0,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,17,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.4,1.4,14.9,NA,NA,0.1,0,2.19,NA,14749,FleaFlicker,14209,0,0,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,14.9,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1.5,1.5,14.3,NA,NA,0.1,0,2.14,NA,14275,FleaFlicker,14370,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,14.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.8,1.8,15.8,NA,NA,0.1,0,2.04,NA,13844,FleaFlicker,13753,0,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,TE28,0.1,15.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.1,1.1,13,NA,NA,0.1,0,2,NA,14734,FleaFlicker,14143,0,0,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,TE33,0.1,13,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1.2,1.2,12.8,NA,NA,0.1,0,1.74,NA,17235,FleaFlicker,15970,0,0,@LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,12.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.3,1.3,12.8,NA,NA,0.1,0,1.74,NA,17734,FleaFlicker,16312,0,0,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,12.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,1.3,1.3,13.4,NA,NA,0.1,0,1.74,NA,18465,FleaFlicker,16642,0,0,@KCSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,13.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1,1,11.8,NA,NA,0.1,0,1.72,NA,15679,FleaFlicker,14871,0,0,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,0.1,11.8,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.1,1.1,13.5,NA,NA,0.1,0,1.69,NA,16340,FleaFlicker,15419,0,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,13.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.3,1.3,11.8,NA,NA,0.1,0,1.63,NA,15575,FleaFlicker,14870,0,0,@LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,11.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.2,1.2,11.8,NA,NA,0.1,0,1.58,NA,16833,FleaFlicker,15796,0,0,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,11.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,1.2,1.2,11.9,NA,NA,0.1,0,1.53,NA,18484,FleaFlicker,16723,0,0,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.1,11.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.8,0.8,9.9,NA,NA,0.1,0,1.46,NA,17649,FleaFlicker,16221,0,0,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA,0.1,9.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,1.2,1.2,10.8,NA,NA,0.1,0,1.38,NA,18427,FleaFlicker,16644,0,0,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,10.8,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,1,1,9.5,NA,NA,0.1,0,1.29,NA,16417,FleaFlicker,15335,0,0,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,9.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.9,0.9,8.4,NA,NA,0.1,0,1.24,NA,14714,FleaFlicker,14146,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,8.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.8,0.8,9.2,NA,NA,0,0,1.14,NA,17639,FleaFlicker,16216,0,0,@BALSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0,9.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,0.8,0.8,7.2,NA,NA,0.1,0,1.14,NA,18852,FleaFlicker,16979,0,0,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,0.1,7.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.9,0.9,8.3,NA,NA,0,0,1.05,NA,16360,FleaFlicker,15344,0,0,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0,8.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.05,NA,17726,FleaFlicker,16333,0,0,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.1,7.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,TEN,NA,0.9,0.9,7.3,NA,NA,0.1,0,1.01,NA,12056,FleaFlicker,12680,0,0,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,0.1,7.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SF,NA,0.7,0.7,7,NA,NA,0.1,0,1,NA,13110,FleaFlicker,13315,0,0,@MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,0.1,7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.6,0.6,6.3,NA,NA,0.1,0,0.97,NA,12887,FleaFlicker,13246,0,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,0.1,6.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,6.49,70.05,NA,NA,0.38,NA,9.26,NA,trey-mcbride,NumberFire,15794,0,0,CAR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.89,15.63,#31,69,1,12.49,7500,1.67,15.77,6200,2.54,12.49,26,0.48
Brock Bowers,TE,LV,NA,NA,5.89,67.92,NA,NA,0.37,NA,9.23,NA,brock-bowers,NumberFire,16641,0.28,1.36,JAC,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,2.87,15.59,#32,71,2,12.19,7700,1.58,15.16,6500,2.33,12.19,28,0.44
George Kittle,TE,SF,NA,NA,4.72,61.99,NA,NA,0.34,NA,8.24,NA,george-kittle,NumberFire,13299,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.23,14.25,#11,87,3,10.58,7600,1.39,12.96,6000,2.16,10.58,25,0.42
Jonnu Smith,TE,MIA,NA,NA,5.6,56.28,NA,NA,0.35,NA,7.63,NA,jonnu-smith,NumberFire,13193,0,0,SF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.83,13.43,#12,98,4,10.43,7000,1.49,13.29,5500,2.42,10.43,25,0.42
Sam LaPorta,TE,DET,NA,NA,4.3,51.19,NA,NA,0.35,NA,7.23,NA,sam-laporta,NumberFire,16214,0,0,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.58,12.88,#15,108,5,9.37,6000,1.56,11.53,4700,2.45,9.37,20,0.47
Travis Kelce,TE,KC,NA,NA,5.23,46.54,NA,NA,0.34,NA,6.63,NA,travis-kelce-1,NumberFire,11244,0,0,HOU,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.19,12.07,#3,115,6,9.25,6500,1.42,11.9,5600,2.13,9.25,22,0.42
Cade Otton,TE,TB,NA,NA,4.19,43.88,NA,NA,0.3,NA,6.14,NA,cade-otton,NumberFire,15802,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.87,11.41,#26,120,7,8.22,5400,1.52,10.36,4400,2.35,8.22,15,0.55
Hunter Henry,TE,NE,NA,NA,4.77,47.43,NA,NA,0.23,NA,6.13,NA,hunter-henry,NumberFire,12676,0,0,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.86,11.4,#14,121,8,8.51,5000,1.7,10.9,4100,2.66,8.51,16,0.53
Dalton Kincaid,TE,BUF,NA,NA,4.12,42.49,NA,NA,0.3,NA,5.99,NA,dalton-kincaid,NumberFire,16213,0,0,NE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.77,11.21,#29,125,9,8.07,5600,1.44,10.16,4600,2.21,8.07,16,0.5
T.J. Hockenson,TE,MIN,NA,NA,4.07,42.2,NA,NA,0.26,NA,5.73,NA,t-j-hockenson,NumberFire,14138,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.6,10.86,#10,129,10,7.8,5800,1.34,9.85,4800,2.05,7.8,16,0.49
Mark Andrews,TE,BAL,NA,NA,3.03,35.17,NA,NA,0.33,NA,5.45,NA,mark-andrews,NumberFire,13671,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.42,10.48,#5,137,11,6.99,6000,1.17,8.53,4300,1.98,6.99,21,0.33
David Njoku,TE,CLE,NA,NA,4.32,38.66,NA,NA,0.26,NA,5.4,NA,david-njoku,NumberFire,13192,0,0,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.39,10.41,#30,139,12,7.55,6500,1.16,9.74,5200,1.87,7.55,24,0.31
Tucker Kraft,TE,GB,NA,NA,3.02,36.34,NA,NA,0.26,NA,5.2,NA,tucker-kraft,NumberFire,16222,0,0,NO,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.26,10.14,#17,144,13,6.68,5100,1.31,8.21,3800,2.16,6.68,17,0.39
Pat Freiermuth,TE,PIT,NA,NA,3.6,38.71,NA,NA,0.21,NA,5.11,NA,pat-freiermuth,NumberFire,15331,0,0,BAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.2,10.02,#22,147,14,6.89,5500,1.25,8.72,3900,2.24,6.89,18,0.38
Jake Ferguson,TE,DAL,NA,NA,3.58,35.47,NA,NA,0.22,NA,4.8,NA,jake-ferguson,NumberFire,15799,0,0,TB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,9.6,#21,159,15,6.62,5300,1.25,8.44,3600,2.34,6.62,12,0.55
Isaiah Likely,TE,BAL,NA,NA,2.8,32.74,NA,NA,0.24,NA,4.7,NA,isaiah-likely,NumberFire,15798,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.06,9.46,#5,164,16,6.11,5200,1.18,7.52,3300,2.28,6.11,11,0.56
Juwan Johnson,TE,NO,NA,NA,3.5,36.13,NA,NA,0.16,NA,4.57,NA,juwan-johnson,NumberFire,14861,0,0,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.15,9.29,#6,168,17,6.3,5200,1.21,8.07,3500,2.31,6.3,14,0.45
Brenton Strange,TE,JAC,NA,NA,3.83,33.39,NA,NA,0.18,NA,4.41,NA,brenton-strange,NumberFire,16269,0,0,LV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.25,9.07,#20,173,18,6.31,5200,1.21,8.25,3500,2.36,6.31,12,0.53
Dalton Schultz,TE,HOU,NA,NA,3.19,32.54,NA,NA,0.17,NA,4.23,NA,dalton-schultz,NumberFire,13772,0,0,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.37,8.83,#8,174,19,5.85,5100,1.15,7.46,3400,2.19,5.85,13,0.45
Stone Smartt,TE,LAC,NA,NA,3.24,29.87,NA,NA,0.21,NA,4.2,NA,stone-smartt,NumberFire,16113,0,0,DEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#1,175,20,5.85,5000,1.17,7.49,3200,2.34,5.85,10,0.59
Noah Fant,TE,SEA,NA,NA,3.25,32.04,NA,NA,0.14,NA,4.06,NA,noah-fant,NumberFire,14137,0,0,MIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.48,8.6,#2,180,21,5.69,5000,1.14,7.31,3600,2.03,5.69,10,0.57
Cole Kmet,TE,CHI,NA,NA,2.99,30.15,NA,NA,0.18,NA,4.06,NA,cole-kmet,NumberFire,14867,0,0,DET,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.48,8.6,#7,180,21,5.57,5200,1.07,7.09,3700,1.92,5.57,14,0.4
Chigoziem Okonkwo,TE,TEN,NA,NA,3.28,30.73,NA,NA,0.16,NA,3.98,NA,chigoziem-okonkwo,NumberFire,15889,0,0,IND,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.53,8.49,#13,183,23,5.65,5100,1.11,7.31,3400,2.15,5.65,NA,NA
Kyle Pitts,TE,ATL,NA,NA,2.51,27.8,NA,NA,0.17,NA,3.84,NA,kyle-pitts,NumberFire,15329,0,0,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.62,8.3,#23,186,24,5.08,5300,0.96,6.33,4000,1.58,5.08,12,0.42
Mike Gesicki,TE,CIN,NA,NA,2.61,25.13,NA,NA,0.2,NA,3.72,NA,michael-gesicki,NumberFire,13672,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.7,8.14,#18,191,25,5.02,5000,1,6.33,3300,1.92,5.02,10,0.5
Daniel Bellinger,TE,NYG,NA,NA,2.75,29.74,NA,NA,0.12,NA,3.66,NA,daniel-bellinger,NumberFire,15873,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.74,8.06,#19,194,26,5.05,4900,1.03,6.44,2900,2.22,5.05,10,0.51
Michael Mayer,TE,LV,NA,NA,2.37,25.75,NA,NA,0.16,NA,3.51,NA,michael-mayer,NumberFire,16212,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.84,7.86,#32,200,27,4.7,4600,1.02,5.9,2900,2.03,4.7,10,0.47
Noah Gray,TE,KC,NA,NA,2.34,25.71,NA,NA,0.15,NA,3.44,NA,noah-gray-1,NumberFire,15337,0,0,HOU,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#3,202,28,4.62,5400,0.86,5.8,3100,1.87,4.62,16,0.29
Austin Hooper,TE,NE,NA,NA,2.48,25.02,NA,NA,0.11,NA,3.13,NA,austin-hooper,NumberFire,12677,0,0,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.08,7.34,#14,208,29,4.38,4700,0.93,5.63,3100,1.82,4.38,13,0.34
Foster Moreau,TE,NO,NA,NA,2.18,24.65,NA,NA,0.1,NA,3.02,NA,foster-moreau,NumberFire,14239,0,0,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.15,7.19,#6,215,30,4.12,5100,0.81,5.23,3000,1.74,4.12,10,0.41
Grant Calcaterra,TE,PHI,NA,NA,2.12,20.96,NA,NA,0.12,NA,2.81,NA,grant-calcaterra,NumberFire,15804,0,0,WSH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.29,6.91,#24,225,31,3.86,4800,0.8,4.93,3400,1.45,3.86,10,0.39
Ja'Tavion Sanders,TE,CAR,NA,NA,2.25,21.37,NA,NA,0.11,NA,2.8,NA,ja-tavion-sanders,NumberFire,16643,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#25,226,32,3.88,4700,0.83,5.03,2900,1.73,3.88,10,0.39
Tyler Higbee,TE,LA,NA,NA,2.16,19.35,NA,NA,0.14,NA,2.78,NA,tyler-higbee,NumberFire,12678,0,0,NYJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.31,6.87,#28,227,33,3.84,4000,0.96,4.93,3200,1.54,3.84,13,0.3
Zach Ertz,TE,WSH,NA,NA,2.01,17.07,NA,NA,0.12,NA,2.45,NA,zach-ertz-1,NumberFire,11247,0,0,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.52,6.42,#4,233,34,3.41,5200,0.66,4.43,3800,1.17,3.41,17,0.2
Tyler Conklin,TE,NYJ,NA,NA,1.75,17.7,NA,NA,0.1,NA,2.36,NA,tyler-conklin,NumberFire,13675,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.58,6.3,#27,237,35,3.23,4700,0.69,4.11,2800,1.47,3.23,10,0.32
Dawson Knox,TE,BUF,NA,NA,1.34,14.87,NA,NA,0.13,NA,2.27,NA,dawson-knox,NumberFire,14143,0,0,NE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#29,239,36,2.92,4900,0.6,3.6,3300,1.09,2.92,10,0.29
Tanner Hudson,TE,CIN,NA,NA,1.64,15.17,NA,NA,0.12,NA,2.21,NA,tanner-hudson,NumberFire,14370,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.68,6.1,#18,240,37,3.04,4500,0.68,3.87,2600,1.49,3.04,10,0.3
Tommy Tremble,TE,CAR,NA,NA,1.84,15.81,NA,NA,0.11,NA,2.2,NA,tommy-tremble,NumberFire,15332,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.68,6.08,#25,242,38,3.14,4800,0.65,4.07,3000,1.36,3.14,10,0.31
John Bates,TE,WSH,NA,NA,1.77,16.19,NA,NA,0.1,NA,2.18,NA,john-bates,NumberFire,15344,0,0,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#4,244,39,3.06,4300,0.71,3.97,3000,1.32,3.06,10,0.31
Lucas Krull,TE,DEN,NA,NA,1.88,16.31,NA,NA,0.09,NA,2.18,NA,lucas-krull,NumberFire,15970,0,0,LAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#9,244,39,3.09,4600,0.67,4.04,2500,1.62,3.09,10,0.31
Jeremy Ruckert,TE,NYJ,NA,NA,1.57,15.15,NA,NA,0.1,NA,2.1,NA,jeremy-ruckert,NumberFire,15796,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#27,248,41,2.88,4300,0.67,3.68,2600,1.42,2.88,10,0.29
Kylen Granson,TE,IND,NA,NA,1.27,14.83,NA,NA,0.09,NA,2.03,NA,kylen-granson,NumberFire,15419,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#16,251,42,2.64,4300,0.61,3.28,2600,1.26,2.64,10,0.26
