player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Ryan Miller,WR,TB,NA,NA,1.89,26.26,NA,NA,0.16,0,0,NA,0,NA,3.57,NA,ryan-miller,NumberFire,16958,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,7.94,#13,163,66,4.51,4300,1.05,5.47,3500,1.56,4.51,10,0.45,NA
Khadarel Hodge,WR,ATL,NA,NA,1.75,25.34,NA,NA,0.17,0,0,NA,0,NA,3.54,NA,khadarel-hodge,NumberFire,13963,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,7.9,#17,164,67,4.41,4800,0.92,5.29,3200,1.65,4.41,10,0.44,NA
Mack Hollins,WR,BUF,NA,NA,1.9,23.96,NA,NA,0.19,0,0,NA,0,NA,3.53,NA,mack-hollins,NumberFire,13289,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,7.88,#16,166,68,4.47,5100,0.88,5.43,3300,1.65,4.47,10,0.45,NA
Keon Coleman,WR,BUF,NA,NA,1.7,26.09,NA,NA,0.15,0,0,NA,0,NA,3.52,NA,keon-coleman,NumberFire,16617,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,7.87,#16,167,69,4.34,6100,0.71,5.2,5500,0.95,4.34,21,0.21,NA
Van Jefferson,WR,PIT,NA,NA,1.85,23.13,NA,NA,0.18,0,0,NA,0,NA,3.41,NA,van-jefferson,NumberFire,14858,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,7.72,#26,170,70,4.3,5100,0.84,5.23,3600,1.45,4.3,10,0.43,NA
Olamide Zaccheaus,WR,WSH,NA,NA,2.01,25.67,NA,NA,0.14,0,0,NA,0,NA,3.38,NA,olamide-zaccheaus,NumberFire,14592,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,7.68,#4,172,71,4.37,4900,0.89,5.4,3400,1.59,4.37,10,0.44,NA
Kendrick Bourne,WR,NE,NA,NA,2.13,27.48,NA,NA,0.11,0,0,NA,0,NA,3.35,NA,kendrick-bourne,NumberFire,13418,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#5,173,72,4.43,5000,0.89,5.52,3200,1.73,4.43,11,0.4,NA
Jonathan Mingo,WR,CAR,NA,NA,2.23,25.19,NA,NA,0.14,0,0,NA,0,NA,3.35,NA,jonathan-mingo,NumberFire,16197,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#22,173,72,4.45,4800,0.93,5.59,3200,1.75,4.45,10,0.45,NA
Jahan Dotson,WR,PHI,NA,NA,1.99,23.94,NA,NA,0.16,0,0,NA,0,NA,3.34,NA,jahan-dotson,NumberFire,15755,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#30,175,74,4.33,5000,0.87,5.33,4700,1.13,4.33,10,0.43,NA
Jalen Nailor,WR,MIN,NA,NA,1.92,23.54,NA,NA,0.17,0,0,NA,0,NA,3.34,NA,jalen-nailor,NumberFire,15786,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#31,175,74,4.29,5200,0.83,5.27,4200,1.25,4.29,13,0.33,NA
Calvin Austin III,WR,PIT,NA,NA,1.82,21.99,NA,NA,0.18,0,0,NA,0,NA,3.25,NA,calvin-austin-iii,NumberFire,15777,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#26,181,76,4.15,5300,0.78,5.08,3500,1.45,4.15,12,0.35,NA
Odell Beckham,WR,MIA,NA,NA,1.63,22.94,NA,NA,0.16,0,0,NA,0,NA,3.24,NA,odell-beckham,NumberFire,11679,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,7.49,#20,183,77,4.05,4700,0.86,4.87,3400,1.43,4.05,10,0.41,NA
Adam Thielen,WR,CAR,NA,NA,2.14,22.72,NA,NA,0.14,0,0,NA,0,NA,3.12,NA,adam-thielen,NumberFire,11938,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.33,#22,185,78,4.16,5000,0.83,5.24,4700,1.11,4.16,10,0.42,NA
Adonai Mitchell,WR,IND,NA,NA,1.96,21.99,NA,NA,0.15,0,0,NA,0,NA,3.07,NA,adonai-mitchell,NumberFire,16626,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,7.26,#8,186,79,4.06,5200,0.78,5.05,3400,1.49,4.06,10,0.41,NA
Kayshon Boutte,WR,NE,NA,NA,1.75,24.52,NA,NA,0.1,0,0,NA,0,NA,3.06,NA,kayshon-boutte,NumberFire,16193,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.25,#5,187,80,3.91,5000,0.78,4.79,3500,1.37,3.91,12,0.33,NA
Tim Patrick,WR,DET,NA,NA,1.45,21.16,NA,NA,0.14,0,0,NA,0,NA,2.96,NA,tim-patrick,NumberFire,13377,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#11,190,81,3.66,4800,0.76,4.4,3400,1.29,3.66,11,0.33,NA
Tyler Boyd,WR,TEN,NA,NA,2.2,23.57,NA,NA,0.09,0,0,NA,0,NA,2.9,NA,tyler-boyd,NumberFire,12650,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#1,192,82,3.98,4700,0.85,5.09,3500,1.45,3.98,10,0.4,NA
Ricky Pearsall,WR,SF,NA,NA,1.59,18.85,NA,NA,0.17,0,0,NA,0,NA,2.9,NA,ricky-pearsall,NumberFire,16622,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#29,192,82,3.68,5700,0.65,4.49,4400,1.02,3.68,16,0.23,NA
Troy Franklin,WR,DEN,NA,NA,1.84,20.35,NA,NA,0.11,0.29,1.6,NA,0.01,NA,2.9,NA,troy-franklin,NumberFire,16619,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#7,192,82,3.82,5100,0.75,4.75,4000,1.19,3.82,11,0.35,NA
KaVontae Turpin,WR,DAL,NA,NA,1.65,19.64,NA,NA,0.11,0.26,1.47,NA,0.02,NA,2.79,NA,kavontae-turpin,NumberFire,15981,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.88,#12,196,85,3.64,5600,0.65,4.5,3500,1.29,3.64,10,0.36,NA
Parker Washington,WR,JAC,NA,NA,1.63,20.18,NA,NA,0.13,0,0,NA,0,NA,2.78,NA,parker-washington,NumberFire,16192,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,6.87,#2,197,86,3.57,5400,0.66,4.41,3900,1.13,3.57,11,0.32,NA
Justin Watson,WR,KC,NA,NA,1.52,19.89,NA,NA,0.13,0,0,NA,0,NA,2.77,NA,justin-watson-1,NumberFire,13776,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,6.86,#3,198,87,3.51,5200,0.68,4.28,3700,1.16,3.51,10,0.35,NA
Trenton Irwin,WR,CIN,NA,NA,1.49,18.6,NA,NA,0.12,0,0,NA,0,NA,2.59,NA,trenton-irwin,NumberFire,14551,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.61,#25,202,88,3.31,4300,0.77,4.06,3000,1.35,3.31,10,0.33,NA
Devaughn Vele,WR,DEN,NA,NA,1.81,19.84,NA,NA,0.1,0,0,NA,0,NA,2.59,NA,devaughn-vele,NumberFire,16788,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.61,#7,202,88,3.47,4900,0.71,4.38,3400,1.29,3.47,10,0.35,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,1.72,19.65,NA,NA,0.1,0,0,NA,0,NA,2.56,NA,lil-jordan-humphrey,NumberFire,14118,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,6.57,#7,204,90,3.41,4600,0.74,4.28,3200,1.34,3.41,10,0.34,NA
Tutu Atwell,WR,LA,NA,NA,1.18,15.94,NA,NA,0.1,0.27,1.41,NA,0.01,NA,2.44,NA,tutu-atwell,NumberFire,15301,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.41,#14,207,91,2.97,4900,0.61,3.57,4200,0.85,2.97,13,0.23,NA
Greg Dortch,WR,ARI,NA,NA,1.66,17.09,NA,NA,0.12,0,0,NA,0,NA,2.42,NA,greg-dortch,NumberFire,14108,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.38,#15,208,92,3.22,4900,0.66,4.07,3800,1.07,3.22,10,0.32,NA
Curtis Samuel,WR,BUF,NA,NA,1.35,13.9,NA,NA,0.11,0.28,1.51,NA,0.01,NA,2.25,NA,curtis-samuel,NumberFire,13157,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.15,#16,212,93,2.92,4900,0.6,3.6,3300,1.09,2.92,10,0.29,NA
Ja'Lynn Polk,WR,NE,NA,NA,1.46,17.25,NA,NA,0.09,0,0,NA,0,NA,2.24,NA,ja-lynn-polk,NumberFire,16631,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66,6.14,#5,213,94,2.98,4700,0.63,3.72,3300,1.13,2.98,10,0.3,NA
Treylon Burks,WR,TEN,NA,NA,1.33,17.51,NA,NA,0.07,0,0,NA,0,NA,2.18,NA,treylon-burks,NumberFire,15752,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#1,215,95,2.84,4500,0.63,3.5,3000,1.17,2.84,NA,NA,NA
David Moore,WR,CAR,NA,NA,1.2,16.61,NA,NA,0.07,0,0,NA,0,NA,2.06,NA,david-moore,NumberFire,13348,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,5.9,#22,220,96,2.64,4400,0.6,3.26,3000,1.09,2.64,10,0.26,NA
Luke McCaffrey,WR,WSH,NA,NA,1.15,13.89,NA,NA,0.1,0,0,NA,0,NA,1.96,NA,luke-mccaffrey,NumberFire,16635,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#4,222,97,2.56,4100,0.62,3.14,3100,1.01,2.56,10,0.26,NA
Marvin Mims,WR,DEN,NA,NA,1.24,14.75,NA,NA,0.07,0,0,NA,0,NA,1.89,NA,marvin-mims,NumberFire,16189,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.67,#7,225,98,2.5,4200,0.6,3.13,NA,NA,2.5,NA,NA,NA
D.J. Chark,WR,LAC,NA,NA,0.97,13.44,NA,NA,0.08,0,0,NA,0,NA,1.84,NA,d-j-chark,NumberFire,13668,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.6,#10,226,99,2.29,4300,0.53,2.78,3400,0.82,2.29,11,0.21,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.25,13.38,NA,NA,0.08,0,0,NA,0,NA,1.81,NA,juju-smith-schuster,NumberFire,13156,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#3,227,100,2.4,5500,0.44,3.05,4500,0.68,2.4,15,0.16,NA
Jalen Brooks,WR,DAL,NA,NA,1.21,14.15,NA,NA,0.06,0,0,NA,0,NA,1.77,NA,jalen-brooks,NumberFire,16364,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.5,#12,228,101,2.34,4900,0.48,2.97,3300,0.9,2.34,10,0.23,NA
Robert Woods,WR,HOU,NA,NA,1.25,12.93,NA,NA,0.08,0,0,NA,0,NA,1.76,NA,robert-woods-1,NumberFire,11228,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#6,229,102,2.4,5400,0.44,3.02,4100,0.74,2.4,10,0.24,NA
Malik Washington,WR,MIA,NA,NA,0.92,11.37,NA,NA,0.07,0.26,1.51,NA,0.02,NA,1.75,NA,malik-washington,NumberFire,16684,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.48,#20,231,103,2.25,4200,0.54,2.73,3000,0.91,2.25,10,0.23,NA
Kalif Raymond,WR,DET,NA,NA,0.8,11.31,NA,NA,0.07,0.29,1.5,NA,0.02,NA,1.73,NA,kalif-raymond,NumberFire,13066,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.45,#11,232,104,2.16,5000,0.43,2.59,3700,0.7,2.16,12,0.18,NA
Mecole Hardman,WR,KC,NA,NA,0.98,10.38,NA,NA,0.08,0.3,1.56,NA,0.02,NA,1.71,NA,mecole-hardman,NumberFire,14113,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#3,233,105,2.22,5100,0.44,2.74,3400,0.81,2.22,10,0.22,NA
John Metchie III,WR,HOU,NA,NA,1.01,11.94,NA,NA,0.08,0,0,NA,0,NA,1.68,NA,john-metchie-iii,NumberFire,15759,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02,5.38,#6,234,106,2.18,5300,0.41,2.68,3900,0.69,2.18,10,0.22,NA
Josh Reynolds,WR,DEN,NA,NA,0.92,11.34,NA,NA,0.05,0,0,NA,0,NA,1.42,NA,josh-reynolds,NumberFire,13168,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#7,244,107,1.87,4500,0.42,2.34,3000,0.78,1.87,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.76,8.83,NA,NA,0.05,0.27,1.52,NA,0.02,NA,1.38,NA,ashton-dulin,NumberFire,14315,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.98,#8,245,108,1.82,4300,0.42,2.21,3000,0.74,1.82,10,0.18,NA
Dyami Brown,WR,WSH,NA,NA,0.73,9.79,NA,NA,0.06,0,0,NA,0,NA,1.36,NA,dyami-brown,NumberFire,15292,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#4,246,109,1.7,4800,0.35,2.07,3300,0.63,1.7,10,0.17,NA
Malachi Corley,WR,NYJ,NA,NA,0.65,8.29,NA,NA,0.06,0.13,0.67,NA,0.01,NA,1.26,NA,malachi-corley,NumberFire,16636,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#27,251,110,1.62,4500,0.36,1.96,3000,0.65,1.62,10,0.16,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.69,8.47,NA,NA,0.06,0,0,NA,0,NA,1.19,NA,xavier-hutchinson,NumberFire,16201,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#6,253,111,1.55,5600,0.28,1.9,3600,0.53,1.55,10,0.16,NA
Ronnie Bell,WR,SF,NA,NA,0.63,7.02,NA,NA,0.06,0,0,NA,0,NA,1.03,NA,ronnie-bell,NumberFire,16202,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.5,#29,257,112,1.36,4000,0.34,1.68,3000,0.56,1.36,10,0.14,NA
Ainias Smith,WR,PHI,NA,NA,0.64,7.23,NA,NA,0.04,0,0,NA,0,NA,0.94,NA,ainias-smith,NumberFire,16686,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.38,#30,261,113,1.26,NA,NA,1.59,3200,0.5,1.26,10,0.13,NA
Scotty Miller,WR,PIT,NA,NA,0.54,6.4,NA,NA,0.04,0,0,NA,0,NA,0.9,NA,scotty-miller,NumberFire,14280,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.33,#26,263,114,1.15,4300,0.27,1.42,3000,0.47,1.15,10,0.12,NA
Nelson Agholor,WR,BAL,NA,NA,0.43,5.48,NA,NA,0.05,0,0,NA,0,NA,0.84,NA,nelson-agholor,NumberFire,12181,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.25,#24,266,115,1.04,5100,0.2,1.27,3500,0.36,1.04,10,0.1,NA
Steven Sims,WR,HOU,NA,NA,0.41,4.11,NA,NA,0.03,0.27,1.38,NA,0.01,NA,0.75,NA,steven-sims,NumberFire,14613,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#6,271,116,0.95,4000,0.24,1.18,3000,0.39,0.95,10,0.1,NA
Jermaine Jackson,WR,NO,NA,NA,0.5,5.44,NA,NA,0.03,0,0,NA,0,NA,0.72,NA,jermaine-jackson,NumberFire,16964,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#18,273,117,0.95,NA,NA,1.21,3100,0.39,0.95,10,0.1,NA
Casey Washington,WR,ATL,NA,NA,0.41,4.92,NA,NA,0.03,0,0,NA,0,NA,0.68,NA,casey-washington,NumberFire,16760,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#17,274,118,0.86,NA,NA,1.07,3000,0.36,0.86,10,0.09,NA
Allen Robinson,WR,DET,NA,NA,0.39,4.27,NA,NA,0.03,0,0,NA,0,NA,0.62,NA,allen-robinson,NumberFire,11678,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#11,277,119,0.8,4400,0.18,1,3100,0.32,0.8,10,0.08,NA
Brandon Powell,WR,MIN,NA,NA,0.43,3.96,NA,NA,0.04,0,0,NA,0,NA,0.61,NA,brandon-powell,NumberFire,13910,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#31,279,120,0.83,4600,0.18,1.06,3000,0.35,0.83,10,0.08,NA
K.J. Osborn,WR,NE,NA,NA,0.37,4.66,NA,NA,0.02,0,0,NA,0,NA,0.59,NA,k-j-osborn,NumberFire,14977,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#5,281,121,0.77,4900,0.16,0.96,3000,0.32,0.77,10,0.08,NA
Johnny Wilson,WR,PHI,NA,NA,0.39,4.48,NA,NA,0.02,0,0,NA,0,NA,0.59,NA,johnny-wilson,NumberFire,16625,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#30,281,121,0.74,4600,0.16,0.95,3000,0.32,0.74,10,0.07,NA
Charlie Jones,WR,CIN,NA,NA,0.34,4.14,NA,NA,0.03,0,0,NA,0,NA,0.58,NA,charlie-jones-1,NumberFire,16203,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.89,#25,284,123,0.76,4600,0.17,0.93,3000,0.31,0.76,10,0.08,NA
Tim Jones,WR,JAC,NA,NA,0.35,4.12,NA,NA,0.02,0,0,NA,0,NA,0.55,NA,tim-jones,NumberFire,16005,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.85,#2,285,124,0.71,4700,0.15,0.88,3600,0.24,0.71,10,0.07,NA
Simi Fehoko,WR,LAC,NA,NA,0.34,3.72,NA,NA,0.02,0,0,NA,0,NA,0.5,NA,simi-fehoko,NumberFire,15303,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.79,#10,288,125,0.66,4400,0.15,0.83,3100,0.27,0.66,10,0.07,NA
Zay Jones,WR,ARI,NA,NA,0.33,3.54,NA,NA,0.02,0,0,NA,0,NA,0.49,NA,zay-jones,NumberFire,13176,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.77,#15,289,126,0.64,4500,0.14,0.8,3700,0.22,0.64,10,0.06,NA
Jha'Quan Jackson,WR,TEN,NA,NA,0.33,3.93,NA,NA,0.02,0,0,NA,0,NA,0.47,NA,jha-quan-jackson,NumberFire,16758,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,3.75,#1,290,127,0.66,4000,0.17,0.83,3000,0.28,0.66,10,0.07,NA
Ryan Flournoy,WR,DAL,NA,NA,0.28,3.27,NA,NA,0.01,0,0,NA,0,NA,0.41,NA,ryan-flournoy,NumberFire,16778,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,3.66,#12,292,128,0.53,NA,NA,0.67,3000,0.22,0.53,10,0.05,NA
Jermaine Burton,WR,CIN,NA,NA,0.22,3.09,NA,NA,0.02,0,0,NA,0,NA,0.4,NA,jermaine-burton,NumberFire,16632,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,3.65,#25,293,129,0.54,4900,0.11,0.65,3100,0.21,0.54,10,0.05,NA
Deven Thompkins,WR,CAR,NA,NA,0.28,2.94,NA,NA,0.01,0,0,NA,0,NA,0.37,NA,deven-thompkins,NumberFire,15977,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#22,294,130,0.47,4000,0.12,0.62,3000,0.21,0.47,NA,NA,NA
Damiere Byrd,WR,BUF,NA,NA,0.2,2.63,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,damiere-byrd,NumberFire,12464,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#16,297,131,0.48,4000,0.12,0.58,NA,NA,0.48,NA,NA,NA
Tyler Johnson,WR,LA,NA,NA,0.21,2.41,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,tyler-johnson,NumberFire,14864,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#14,297,131,0.47,4700,0.1,0.57,3500,0.16,0.47,10,0.05,NA
Tyquan Thornton,WR,NE,NA,NA,0.17,2.19,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,tyquan-thornton,NumberFire,15787,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#5,309,133,0.36,4200,0.09,0.45,3000,0.15,0.36,10,0.04,NA
Xavier Gipson,WR,NYJ,NA,NA,0.11,1.32,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,xavier-gipson,NumberFire,16416,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#27,342,134,0.25,4300,0.06,0.3,3000,0.1,0.25,10,0.03,NA
Jordan Whittington,WR,LA,NA,NA,0.1,1.26,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,jordan-whittington,NumberFire,16633,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#14,342,134,0.24,4400,0.05,0.29,4500,0.06,0.24,15,0.02,NA
Jacob Cowing,WR,SF,NA,NA,0.09,1.14,NA,NA,0.01,0,0,NA,0,NA,0.18,NA,jacob-cowing,NumberFire,16640,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#29,342,134,0.22,4000,0.06,0.26,3100,0.08,0.22,10,0.02,NA
Trent Sherfield,WR,MIN,NA,NA,0.1,1.09,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,trent-sherfield,NumberFire,13893,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#31,347,137,0.22,4800,0.05,0.27,NA,NA,0.22,NA,NA,NA
Irvin Charles,WR,NYJ,NA,NA,0.11,1.25,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,irvin-charles,NumberFire,15984,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#27,347,137,0.24,4000,0.06,0.3,3000,0.1,0.24,10,0.02,NA
Kendric Pryor,WR,CIN,NA,NA,0.11,1.27,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,kendric-pryor,NumberFire,16015,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#25,347,137,0.24,NA,NA,0.3,3000,0.1,0.24,10,0.02,NA
Chris Conley,WR,SF,NA,NA,0.09,1.12,NA,NA,0.01,0,0,NA,0,NA,0.16,NA,chris-conley,NumberFire,12257,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#29,351,140,0.22,4600,0.05,0.26,3000,0.09,0.22,10,0.02,NA
Trishton Jackson,WR,MIN,NA,NA,0.1,1.05,NA,NA,0.01,0,0,NA,0,NA,0.15,NA,trishton-jackson,NumberFire,14859,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#31,353,141,0.22,4000,0.06,0.27,3000,0.09,0.22,NA,NA,NA
Isaiah Williams,WR,DET,NA,NA,0.09,1.08,NA,NA,0.01,0,0,NA,0,NA,0.15,NA,isaiah-williams-1,NumberFire,16630,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.31,#11,353,141,0.21,NA,NA,0.26,3000,0.09,0.21,10,0.02,NA
DeAndre Carter,WR,CHI,NA,NA,0.09,1.09,NA,NA,0.01,0,0,NA,0,NA,0.14,NA,deandre-carter,NumberFire,12394,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#28,356,143,0.21,4200,0.05,0.26,3000,0.09,0.21,10,0.02,NA
Jalin Hyatt,WR,NYG,NA,NA,0.09,1.1,NA,NA,0.01,0,0,NA,0,NA,0.14,NA,jalin-hyatt,NumberFire,16183,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.3,#32,356,143,0.22,4200,0.05,0.26,3100,0.08,0.22,10,0.02,NA
Xavier Weaver,WR,ARI,NA,NA,0.08,0.87,NA,NA,0.01,0,0,NA,0,NA,0.12,NA,xavier-weaver,NumberFire,16634,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.27,#15,362,145,0.19,4000,0.05,0.23,3000,0.08,0.19,10,0.02,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.9,76.62,NA,NA,0.46,NA,2.23,NA,NA,0.07,17.41,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,5.88,78.87,NA,NA,0.46,NA,2.64,NA,NA,0.07,16.65,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.02,78.46,NA,NA,0.46,NA,0.92,NA,NA,0.06,16.6,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,NA,6.38,72,NA,NA,0.48,NA,1.17,NA,NA,0.07,16.44,NA,2572342,NFL,16615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.39,81.07,NA,NA,0.49,NA,0.37,NA,NA,0.06,16.35,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.83,76.02,NA,NA,0.48,NA,0.75,NA,NA,0.07,16.25,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.71,72.23,NA,NA,0.4,NA,4.07,NA,0.05,0.05,15.94,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
