player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Matthew Stafford,QB,LA,NA,35.82,23.4,271.37,NA,1.64,0.78,NA,1.58,6.03,NA,0.06,NA,16.76,NA,matthew-stafford,NumberFire,9431,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16,24.36,#29,13,13,17.52,7500,2.34,17.61,6000,2.94,17.52,28,0.63
Joe Burrow,QB,CIN,NA,34.88,22.77,236.35,NA,1.51,0.7,NA,3.47,14.94,NA,0.11,NA,16.06,NA,joe-burrow,NumberFire,14777,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,23.62,#20,14,14,16.81,7400,2.27,16.93,6300,2.69,16.81,26,0.65
Daniel Jones,QB,NYG,NA,31.37,20.81,212.91,NA,1.28,0.78,NA,5.73,27.57,NA,0.25,NA,15.94,NA,daniel-jones,NumberFire,14059,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,23.49,#32,15,15,16.77,6900,2.43,16.99,5300,3.21,16.77,23,0.73
Aaron Rodgers,QB,NYJ,NA,32.04,21.16,219.18,NA,1.61,0.4,NA,2.24,10.27,NA,0.09,NA,15.76,NA,aaron-rodgers,NumberFire,7836,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.22,23.3,#7,16,16,16.17,7100,2.28,16.32,5900,2.77,16.17,28,0.58
Brock Purdy,QB,SF,NA,31.13,21.24,233.92,NA,1.67,0.71,NA,2.38,8.76,NA,0.09,NA,15.74,NA,brock-purdy,NumberFire,15698,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,23.28,#1,17,17,16.46,7300,2.25,16.65,6100,2.73,16.46,29,0.57
Caleb Williams,QB,CHI,NA,33.65,21.73,236.44,NA,1.15,0.73,NA,4.85,20.61,NA,0.23,NA,15.61,NA,caleb-williams,NumberFire,16579,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,23.14,#23,18,18,16.35,6900,2.37,16.61,5800,2.86,16.35,24,0.68
Deshaun Watson,QB,CLE,NA,31.58,19.59,212.96,NA,1.19,0.76,NA,6.07,28.65,NA,0.22,NA,15.52,NA,deshaun-watson,NumberFire,13113,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,23.05,#18,19,19,16.28,7100,2.29,16.53,5600,2.95,16.28,26,0.63
Trevor Lawrence,QB,JAC,NA,33.24,20.87,219.25,NA,1.39,0.73,NA,4.18,17.39,NA,0.21,NA,15.33,NA,trevor-lawrence,NumberFire,15237,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,22.85,#11,20,20,16.06,7200,2.23,16.38,5700,2.87,16.06,27,0.59
Kirk Cousins,QB,ATL,NA,34.67,23.3,250.87,NA,1.5,0.65,NA,1.63,6.5,NA,0.07,NA,15.33,NA,kirk-cousins,NumberFire,10700,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,22.85,#25,20,20,15.99,7000,2.28,16.27,6000,2.71,15.99,25,0.64
Geno Smith,QB,SEA,NA,33.1,21.55,231.41,NA,1.4,0.86,NA,3.48,13.78,NA,0.14,NA,15.17,NA,geno-smith-1,NumberFire,11150,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,22.68,#12,22,22,16.01,7300,2.19,16.16,5500,2.94,16.01,27,0.59
Justin Herbert,QB,LAC,NA,33.06,21.57,221.93,NA,1.2,0.63,NA,4.23,15.08,NA,0.18,NA,14.75,NA,justin-herbert,NumberFire,14779,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,22.23,#30,24,23,15.4,7600,2.03,15.57,5800,2.68,15.4,26,0.59
Justin Fields,QB,PIT,NA,25.35,16.25,178.17,NA,0.97,0.79,NA,8.04,39.67,NA,0.29,NA,14.69,NA,justin-fields,NumberFire,15238,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,22.16,#15,25,24,15.44,7000,2.21,15.72,5400,2.91,15.44,25,0.62
Sam Darnold,QB,MIN,NA,34.57,22.16,222.83,NA,1.34,0.8,NA,2.47,9.81,NA,0.14,NA,14.09,NA,sam-darnold,NumberFire,13592,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66,21.52,#14,30,25,14.89,6800,2.19,15.14,5200,2.91,14.89,25,0.6
Bo Nix,QB,DEN,NA,31.19,19.38,208.83,NA,0.98,0.75,NA,5.76,25.72,NA,0.21,NA,13.89,NA,bo-nix,NumberFire,16582,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,21.31,#8,32,26,14.66,6700,2.19,15.05,5000,3.01,14.66,24,0.61
Derek Carr,QB,NO,NA,33.61,22.11,232.25,NA,1.32,0.66,NA,1.64,6.09,NA,0.05,NA,13.88,NA,derek-carr,NumberFire,11644,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,21.3,#2,33,27,14.52,7200,2.02,14.72,5300,2.78,14.52,28,0.52
Malik Willis,QB,GB,NA,32.51,20.08,213.36,NA,1.04,1.03,NA,4.47,18.86,NA,0.21,NA,13.3,NA,malik-willis,NumberFire,15694,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92,20.68,#31,38,28,14.29,6800,2.1,14.59,5000,2.92,14.29,23,0.62
Will Levis,QB,TEN,NA,31.33,18.65,197.2,NA,1.14,0.69,NA,3.4,14.06,NA,0.13,NA,12.81,NA,will-levis,NumberFire,16149,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47,20.15,#28,42,29,13.48,6700,2.01,13.75,5200,2.64,13.48,23,0.59
Jacoby Brissett,QB,NE,NA,29.4,19.3,207.86,NA,0.84,0.65,NA,3.2,13.65,NA,0.13,NA,12.22,NA,jacoby-brissett,NumberFire,12616,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,19.52,#3,45,30,12.85,6600,1.95,13.05,5000,2.61,12.85,23,0.56
Gardner Minshew,QB,LV,NA,31.16,19.5,203.68,NA,0.98,0.68,NA,3.06,13.16,NA,0.1,NA,12.21,NA,gardner-minshew,NumberFire,14067,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,19.51,#24,46,31,12.88,7000,1.84,13.13,5100,2.57,12.88,24,0.54
Bryce Young,QB,CAR,NA,30.34,18.67,189.9,NA,0.9,0.7,NA,4.24,17.3,NA,0.18,NA,12.11,NA,bryce-young,NumberFire,16148,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.4,#6,48,32,12.79,6500,1.97,13.09,5100,2.57,12.79,23,0.56
Jalen Hurts,QB,PHI,NA,NA,NA,229.41,NA,1.46,0.7,NA,NA,41.28,NA,0.7,0.19,21.56,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,NA,NA,288.37,NA,2.16,0.79,NA,NA,23.11,NA,0.13,0.26,21.17,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,244.15,NA,1.63,0.85,NA,NA,34.79,NA,0.58,0.24,21.07,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,NA,NA,220.84,NA,1.57,0.63,NA,NA,55.4,NA,0.34,0.25,20.93,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,NA,NA,275.28,NA,2.08,0.76,NA,NA,12.25,NA,0.13,0.19,19.44,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,NA,NA,263.53,NA,1.97,0.72,NA,NA,14.17,NA,0.13,0.2,18.78,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,NA,NA,231.96,NA,1.35,0.74,NA,NA,36.46,NA,0.32,0.19,18.38,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,NA,NA,187.36,NA,1.06,0.67,NA,NA,44.99,NA,0.52,0.17,17.67,NA,2569864,NFL,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,NA,NA,273.19,NA,1.88,0.71,NA,NA,3.64,NA,0.06,0.19,17.37,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,NA,NA,255.89,NA,1.81,0.73,NA,NA,10.77,NA,0.12,0.24,17.33,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,NA,NA,242.99,NA,1.82,0.61,NA,NA,10.12,NA,0.12,0.18,17.15,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,NA,NA,199.84,NA,1.18,0.82,NA,NA,42.48,NA,0.38,0.27,17.06,NA,2572564,NFL,16581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,NA,NA,262.46,NA,1.86,0.77,NA,NA,5.71,NA,0.06,0.21,16.91,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,NA,NA,257.87,NA,1.83,0.88,NA,NA,4.01,NA,0.06,0.2,16.24,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAX,NA,NA,NA,230.84,NA,1.48,0.77,NA,NA,18.86,NA,0.18,0.24,16.1,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,NA,NA,230.84,NA,1.53,0.65,NA,NA,12.38,NA,0.18,0.24,15.89,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,NA,NA,184.73,NA,1,0.7,NA,NA,45.2,NA,0.31,0.31,15.75,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,NA,NA,240.64,NA,1.53,0.76,NA,NA,10.94,NA,0.11,0.22,15.54,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,NYJ,NA,NA,NA,228.52,NA,1.58,0.53,NA,NA,5.67,NA,0.06,0.18,14.97,NA,2506363,NFL,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,NA,NA,213.47,NA,1.38,0.77,NA,NA,16.12,NA,0.17,0.2,14.75,NA,2571913,NFL,16579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,NA,NA,216.13,NA,1.37,0.63,NA,NA,8.59,NA,0.12,0.17,14.1,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,CLE,NA,NA,NA,185.7,NA,1.2,0.71,NA,NA,21.39,NA,0.22,0.16,13.95,NA,2558063,NFL,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,NA,NA,222.07,NA,1.45,0.67,NA,NA,4.1,NA,0.05,0.17,13.71,NA,2532820,NFL,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,NA,NA,194.81,NA,1.07,0.6,NA,NA,22.77,NA,0.16,0.2,13.71,NA,2562299,NFL,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,NA,NA,226.08,NA,1.34,0.94,NA,NA,8.92,NA,0.13,0.28,13.64,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,GB,NA,NA,NA,168.29,NA,1.05,0.91,NA,NA,36.84,NA,0.24,0.32,13.6,NA,2567667,NFL,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,NA,NA,202.89,NA,1.17,0.78,NA,NA,17.52,NA,0.14,0.18,13.47,NA,2572003,NFL,16582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,NA,NA,210.25,NA,1.32,0.99,NA,NA,9.21,NA,0.11,0.3,12.69,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,NA,NA,211.93,NA,1.28,0.64,NA,NA,3.72,NA,0.05,0.27,12.45,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,NE,NA,NA,NA,195.49,NA,1.12,0.71,NA,NA,9.5,NA,0.09,0.25,11.87,NA,2555261,NFL,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,LV,NA,NA,NA,199.93,NA,1.09,0.88,NA,NA,11.2,NA,0.08,0.27,11.66,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,NA,NA,186.69,NA,1.02,0.76,NA,NA,12.31,NA,0.11,0.16,11.6,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
