player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Zay Flowers,WR,BAL,NA,NA,5.3,63.05,NA,NA,0.41,0.62,3.23,NA,0.02,NA,9.15,NA,zay-flowers,NumberFire,16190,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,15.48,#29,71,14,11.82,6000,1.97,14.5,5600,2.59,11.82,18,0.66,NA
Mike Evans,WR,TB,NA,NA,4.65,67.62,NA,NA,0.37,0,0,NA,0,NA,9.01,NA,mike-evans,NumberFire,11671,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,15.29,#12,72,15,11.31,7600,1.49,13.64,7100,1.92,11.31,24,0.47,NA
Christian Kirk,WR,JAC,NA,NA,5.62,67.22,NA,NA,0.33,0.41,2.19,NA,0.01,NA,8.99,NA,christian-kirk,NumberFire,13633,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,15.26,#17,73,16,11.77,6600,1.78,14.6,5400,2.7,11.77,19,0.62,NA
D.K. Metcalf,WR,SEA,NA,NA,5.29,66.39,NA,NA,0.4,0,0,NA,0,NA,8.97,NA,dk-metcalf,NumberFire,14102,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,15.24,#21,74,17,11.62,7500,1.55,14.31,6800,2.1,11.62,19,0.61,NA
D.J. Moore,WR,CHI,NA,NA,4.72,67.53,NA,NA,0.36,0,0,NA,0,NA,8.91,NA,d-j-moore-1,NumberFire,13635,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.16,#19,75,18,11.25,8000,1.41,13.63,6500,2.1,11.25,24,0.47,NA
Deebo Samuel,WR,SF,NA,NA,3.83,52.56,NA,NA,0.26,2.63,14.87,NA,0.09,NA,8.66,NA,deebo-samuel,NumberFire,14136,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.82,#1,77,19,10.58,7200,1.47,12.59,6100,2.06,10.58,18,0.59,NA
Nico Collins,WR,HOU,NA,NA,4.5,64.32,NA,NA,0.35,0,0,NA,0,NA,8.53,NA,nico-collins,NumberFire,15290,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,14.64,#9,79,20,10.76,6800,1.58,13.03,5600,2.33,10.76,24,0.45,NA
Chris Olave,WR,NO,NA,NA,4.73,64.86,NA,NA,0.33,0,0,NA,0,NA,8.41,NA,chris-olave,NumberFire,15754,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,14.48,#25,80,21,10.77,7100,1.52,13.18,6600,2,10.77,17,0.63,NA
Jordan Addison,WR,MIN,NA,NA,4.77,63.13,NA,NA,0.34,0,0,NA,0,NA,8.33,NA,jordan-addison,NumberFire,16186,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.37,#30,81,22,10.68,6700,1.59,13.1,5700,2.3,10.68,20,0.53,NA
Jakobi Meyers,WR,LV,NA,NA,5.12,63.55,NA,NA,0.31,0,0,NA,0,NA,8.14,NA,jakobi-meyers,NumberFire,14127,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.12,#10,82,23,10.7,6700,1.6,13.31,5800,2.29,10.7,16,0.67,NA
Adam Thielen,WR,CAR,NA,NA,5.81,60.44,NA,NA,0.34,0,0,NA,0,NA,8.05,NA,adam-thielen,NumberFire,11938,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,13.99,#28,84,24,10.97,7400,1.48,13.89,5900,2.35,10.97,19,0.58,NA
Tyler Lockett,WR,SEA,NA,NA,4.8,58.84,NA,NA,0.35,0,0,NA,0,NA,7.96,NA,tyler-lockett,NumberFire,12187,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,13.87,#21,85,25,10.34,6600,1.57,12.77,5700,2.24,10.34,19,0.54,NA
Tee Higgins,WR,CIN,NA,NA,4.62,56.83,NA,NA,0.38,0,0,NA,0,NA,7.93,NA,tee-higgins,NumberFire,14835,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,13.83,#18,86,26,10.23,7000,1.46,12.57,6400,1.96,10.23,21,0.49,NA
Brandon Aiyuk,WR,SF,NA,NA,4.25,59.79,NA,NA,0.32,0,0,NA,0,NA,7.87,NA,brandon-aiyuk,NumberFire,14840,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,13.75,#1,88,27,9.98,7700,1.3,12.14,6200,1.96,9.98,19,0.53,NA
Garrett Wilson,WR,NYJ,NA,NA,4.72,61.07,NA,NA,0.3,0,0,NA,0,NA,7.84,NA,garrett-wilson,NumberFire,15753,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,13.71,#26,89,28,10.21,6900,1.48,12.61,6000,2.1,10.21,21,0.49,NA
Marquise Brown,WR,ARI,NA,NA,5.31,60.5,NA,NA,0.3,0,0,NA,0,NA,7.77,NA,marquise-brown,NumberFire,14105,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,13.61,#16,91,29,10.41,7000,1.49,13.12,5300,2.48,10.41,16,0.65,NA
DeVonta Smith,WR,PHI,NA,NA,5.02,57.6,NA,NA,0.33,0,0,NA,0,NA,7.7,NA,devonta-smith,NumberFire,15282,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,13.52,#14,92,30,10.21,7300,1.4,12.75,7000,1.82,10.21,19,0.54,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.55,59.23,NA,NA,0.31,0,0,NA,0,NA,7.7,NA,michael-pittman-jr,NumberFire,14842,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,13.52,#4,92,30,10.46,6500,1.61,13.29,6300,2.11,10.46,19,0.55,NA
Jerry Jeudy,WR,DEN,NA,NA,4.07,57.32,NA,NA,0.31,0,0,NA,0,NA,7.53,NA,jerry-jeudy,NumberFire,14833,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.29,#11,95,32,9.57,6300,1.52,11.64,6100,1.91,9.57,13,0.74,NA
Terry McLaurin,WR,WSH,NA,NA,4.28,58.07,NA,NA,0.28,0,0,NA,0,NA,7.46,NA,terry-mclaurin,NumberFire,14109,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.2,#13,97,33,9.61,6900,1.39,11.77,5500,2.14,9.61,17,0.57,NA
Chris Godwin,WR,TB,NA,NA,5.1,56.03,NA,NA,0.27,0.27,1.49,NA,0.01,NA,7.36,NA,chris-godwin,NumberFire,13163,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,13.06,#12,98,34,9.9,6300,1.57,12.5,6900,1.81,9.9,16,0.62,NA
Gabriel Davis,WR,BUF,NA,NA,3.18,50.79,NA,NA,0.37,0,0,NA,0,NA,7.28,NA,gabriel-davis,NumberFire,14845,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,12.95,#15,99,35,8.85,7000,1.26,10.47,5900,1.77,8.85,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3.83,47.2,NA,NA,0.36,0.56,3.28,NA,0.01,NA,7.28,NA,brandin-cooks,NumberFire,11674,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,12.95,#20,99,35,9.18,4900,1.87,11.11,4600,2.42,9.18,15,0.61,NA
K.J. Osborn,WR,MIN,NA,NA,4.13,54.84,NA,NA,0.31,0,0,NA,0,NA,7.24,NA,k-j-osborn,NumberFire,14977,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,12.9,#30,102,37,9.33,6200,1.5,11.44,4400,2.6,9.33,15,0.62,NA
Josh Palmer,WR,LAC,NA,NA,4.08,48.8,NA,NA,0.35,0,0,NA,0,NA,6.95,NA,josh-palmer,NumberFire,15319,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,12.51,#5,103,38,8.96,6200,1.45,11.04,4700,2.35,8.96,NA,NA,NA
Drake London,WR,ATL,NA,NA,3.73,48.61,NA,NA,0.31,0,0,NA,0,NA,6.65,NA,drake-london,NumberFire,15751,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.1,#23,105,39,8.53,6400,1.33,10.43,4800,2.17,8.53,14,0.61,NA
Amari Cooper,WR,CLE,NA,NA,4.34,55.44,NA,NA,0.16,0,0,NA,0,NA,6.47,NA,amari-cooper,NumberFire,12175,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,11.86,#6,106,40,8.67,6600,1.31,10.85,5800,1.87,8.67,19,0.46,NA
Michael Thomas,WR,NO,NA,NA,4.49,49.13,NA,NA,0.24,0,0,NA,0,NA,6.33,NA,michael-thomas-1,NumberFire,12652,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,11.67,#25,107,41,8.6,5900,1.46,10.85,4900,2.21,8.6,12,0.72,NA
Courtland Sutton,WR,DEN,NA,NA,3.6,46.6,NA,NA,0.28,0,0,NA,0,NA,6.28,NA,courtland-sutton,NumberFire,13630,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,11.6,#11,108,42,8.08,6400,1.26,9.92,5200,1.91,8.08,15,0.54,NA
Kendrick Bourne,WR,NE,NA,NA,4.1,50.02,NA,NA,0.21,0,0,NA,0,NA,6.22,NA,kendrick-bourne,NumberFire,13418,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.52,#24,110,43,8.25,5700,1.45,10.34,4200,2.46,8.25,13,0.63,NA
Tutu Atwell,WR,LA,NA,NA,3.29,38.48,NA,NA,0.28,0.54,3.14,NA,0.02,NA,5.96,NA,tutu-atwell,NumberFire,15301,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.17,#31,112,44,7.57,5500,1.38,9.24,5100,1.81,7.57,12,0.63,NA
Robert Woods,WR,HOU,NA,NA,3.91,44,NA,NA,0.26,0,0,NA,0,NA,5.9,NA,robert-woods-1,NumberFire,11228,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,11.09,#9,114,45,7.9,5500,1.44,9.87,3800,2.6,7.9,14,0.56,NA
Michael Gallup,WR,DAL,NA,NA,3.16,39.1,NA,NA,0.31,0,0,NA,0,NA,5.81,NA,michael-gallup,NumberFire,13646,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,10.97,#20,116,46,7.37,5600,1.32,8.95,3500,2.56,7.37,18,0.41,NA
Rondale Moore,WR,ARI,NA,NA,3.55,32.52,NA,NA,0.15,2.18,12.92,NA,0.08,NA,5.76,NA,rondale-moore,NumberFire,15283,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.9,#16,120,47,7.58,4800,1.58,9.42,3500,2.69,7.58,11,0.69,NA
Josh Downs,WR,IND,NA,NA,3.67,45.17,NA,NA,0.21,0,0,NA,0,NA,5.75,NA,josh-downs,NumberFire,16187,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#4,121,48,7.57,5600,1.35,9.44,4100,2.3,7.57,12,0.63,NA
DeVante Parker,WR,NE,NA,NA,3.4,44.8,NA,NA,0.19,0,0,NA,0,NA,5.61,NA,devante-parker,NumberFire,12176,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,10.69,#24,123,49,7.32,5200,1.41,9.03,3500,2.58,7.32,11,0.67,NA
Jahan Dotson,WR,WSH,NA,NA,3.47,42.1,NA,NA,0.23,0,0,NA,0,NA,5.57,NA,jahan-dotson,NumberFire,15755,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,10.64,#13,125,50,7.31,5700,1.28,9.06,4700,1.93,7.31,14,0.52,NA
Rashee Rice,WR,KC,NA,NA,3.19,35.9,NA,NA,0.28,0.27,1.53,NA,0.01,NA,5.39,NA,rashee-rice,NumberFire,16194,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,10.4,#32,128,51,7.02,5600,1.25,8.65,4100,2.11,7.02,16,0.44,NA
Quentin Johnston,WR,LAC,NA,NA,3.07,37.63,NA,NA,0.27,0,0,NA,0,NA,5.35,NA,quentin-johnston,NumberFire,16188,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.34,#5,130,52,6.88,5300,1.3,8.44,3900,2.16,6.88,10,0.69,NA
Darnell Mooney,WR,CHI,NA,NA,3.17,38.88,NA,NA,0.22,0,0,NA,0,NA,5.22,NA,darnell-mooney,NumberFire,14974,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,10.17,#19,132,53,6.79,5800,1.17,8.39,3700,2.27,6.79,17,0.4,NA
Wan'Dale Robinson,WR,NYG,NA,NA,3.48,38.4,NA,NA,0.15,0.54,3.12,NA,0.01,NA,5.06,NA,wan-dale-robinson,NumberFire,15757,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,9.95,#3,135,54,6.81,5500,1.24,8.58,3700,2.32,6.81,15,0.45,NA
Allen Lazard,WR,NYJ,NA,NA,2.9,39.05,NA,NA,0.18,0,0,NA,0,NA,5.01,NA,allen-lazard,NumberFire,13632,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,9.88,#26,137,55,6.46,5500,1.17,7.91,3700,2.14,6.46,14,0.46,NA
Jonathan Mingo,WR,CAR,NA,NA,3.61,40.05,NA,NA,0.16,0,0,NA,0,NA,4.93,NA,jonathan-mingo,NumberFire,16197,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,9.78,#28,142,56,6.73,4900,1.37,8.57,3500,2.45,6.73,11,0.61,NA
Curtis Samuel,WR,WSH,NA,NA,2.72,28.39,NA,NA,0.16,1.32,6.97,NA,0.04,NA,4.68,NA,curtis-samuel,NumberFire,13157,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,9.44,#13,147,57,6.06,6200,0.98,7.45,3700,2.01,6.06,10,0.61,NA
Rashid Shaheed,WR,NO,NA,NA,2.85,37.69,NA,NA,0.16,0,0,NA,0,NA,4.67,NA,rashid-shaheed,NumberFire,16080,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,9.42,#25,148,58,6.11,5400,1.13,7.57,3700,2.05,6.11,12,0.51,NA
Brandon Powell,WR,MIN,NA,NA,2.88,33.58,NA,NA,0.23,0,0,NA,0,NA,4.66,NA,brandon-powell,NumberFire,13910,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,9.41,#30,149,59,6.08,5100,1.19,7.58,3000,2.53,6.08,12,0.51,NA
Tyler Boyd,WR,CIN,NA,NA,3.02,33.67,NA,NA,0.19,0,0,NA,0,NA,4.48,NA,tyler-boyd,NumberFire,12650,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.17,#18,151,60,6,6100,0.98,7.53,4600,1.64,6,17,0.35,NA
D.J. Chark,WR,CAR,NA,NA,2.59,36.41,NA,NA,0.14,0,0,NA,0,NA,4.47,NA,d-j-chark,NumberFire,13668,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,#28,152,61,5.78,6000,0.96,7.08,4000,1.77,5.78,14,0.41,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.7,35.94,NA,NA,0.14,0,0,NA,0,NA,4.42,NA,nick-westbrook-ikhine,NumberFire,15109,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.09,#2,153,62,5.74,5300,1.08,7.12,3400,2.09,5.74,13,0.44,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,2.96,34.07,NA,NA,0.16,0,0,NA,0,NA,4.36,NA,jaxon-smith-njigba,NumberFire,16185,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#21,155,63,5.83,4800,1.21,7.33,3600,2.04,5.83,10,0.58,NA
Elijah Moore,WR,CLE,NA,NA,2.86,30.81,NA,NA,0.08,1.18,6.75,NA,0.03,NA,4.36,NA,elijah-moore,NumberFire,15288,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#6,155,63,5.79,5600,1.03,7.26,4300,1.69,5.79,13,0.45,NA
Cedrick Wilson,WR,MIA,NA,NA,2.27,28.99,NA,NA,0.24,0,0,NA,0,NA,4.3,NA,cedrick-wilson,NumberFire,13652,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,8.92,#27,158,65,5.39,4600,1.17,6.57,3000,2.19,5.39,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.38,33.84,NA,NA,0.12,0,0,NA,0,NA,4.07,NA,darius-slayton,NumberFire,14122,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.61,#3,166,66,5.25,5600,0.94,6.47,4000,1.62,5.25,10,0.53,NA
Laviska Shenault,WR,CAR,NA,NA,1.49,14.9,NA,NA,0.06,3.44,17.53,NA,0.07,NA,4,NA,laviska-shenault,NumberFire,14838,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.52,#28,169,67,4.73,4700,1.01,5.49,3000,1.83,4.73,10,0.47,NA
Michael Wilson,WR,ARI,NA,NA,2.59,32.59,NA,NA,0.12,0,0,NA,0,NA,3.96,NA,michael-wilson,NumberFire,16206,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.46,#16,170,68,5.25,5300,0.99,6.57,3800,1.73,5.25,14,0.38,NA
Kadarius Toney,WR,KC,NA,NA,2.29,24.29,NA,NA,0.19,0.55,3.08,NA,0.01,NA,3.89,NA,kadarius-toney,NumberFire,15289,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#32,171,69,5,5500,0.91,6.19,3800,1.63,5,10,0.5,NA
Nelson Agholor,WR,BAL,NA,NA,2.16,27.47,NA,NA,0.19,0,0,NA,0,NA,3.83,NA,nelson-agholor,NumberFire,12181,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.29,#29,173,70,4.91,5400,0.91,6.02,3300,1.82,4.91,12,0.41,NA
Odell Beckham,WR,BAL,NA,NA,2.08,24.96,NA,NA,0.22,0,0,NA,0,NA,3.82,NA,odell-beckham,NumberFire,11679,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.27,#29,174,71,4.82,5100,0.95,5.88,4000,1.47,4.82,14,0.34,NA
Braxton Berrios,WR,MIA,NA,NA,2.42,25.9,NA,NA,0.2,0,0,NA,0,NA,3.73,NA,braxton-berrios,NumberFire,13638,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.15,#27,176,72,4.94,4900,1.01,6.18,3400,1.82,4.94,12,0.41,NA
Hunter Renfrow,WR,LV,NA,NA,2.64,29.21,NA,NA,0.15,0,0,NA,0,NA,3.72,NA,hunter-renfrow,NumberFire,14123,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.14,#10,177,73,5.02,5300,0.95,6.41,3600,1.78,5.02,10,0.5,NA
Josh Reynolds,WR,DET,NA,NA,1.98,26.83,NA,NA,0.15,0,0,NA,0,NA,3.56,NA,josh-reynolds,NumberFire,13168,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,7.92,#8,181,74,4.55,6700,0.68,5.55,4500,1.23,4.55,15,0.3,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,1.53,25.27,NA,NA,0.17,0,0,NA,0,NA,3.54,NA,marquez-valdes-scantling,NumberFire,13793,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,7.9,#32,182,75,4.29,5200,0.83,5.07,3500,1.45,4.29,12,0.36,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,2.42,31.29,NA,NA,0.07,0,0,NA,0,NA,3.49,NA,donovan-peoples-jones,NumberFire,14857,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.83,#6,183,76,4.72,5200,0.91,5.96,3600,1.66,4.72,10,0.47,NA
Skyy Moore,WR,KC,NA,NA,1.98,23.08,NA,NA,0.17,0.27,1.54,NA,0.01,NA,3.46,NA,skyy-moore,NumberFire,15766,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.79,#32,184,77,4.45,5400,0.82,5.48,4000,1.37,4.45,14,0.32,NA
Tank Dell,WR,HOU,NA,NA,1.75,22.68,NA,NA,0.13,0.57,3.06,NA,0.02,NA,3.39,NA,tank-dell,NumberFire,16204,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.69,#9,187,78,4.31,6000,0.72,5.2,5000,1.04,4.31,16,0.27,NA
Alec Pierce,WR,IND,NA,NA,1.97,26.55,NA,NA,0.11,0,0,NA,0,NA,3.29,NA,alec-pierce,NumberFire,15768,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.56,#4,189,79,4.24,5100,0.83,5.26,3300,1.59,4.24,11,0.39,NA
Rashod Bateman,WR,BAL,NA,NA,2.05,24.04,NA,NA,0.15,0,0,NA,0,NA,3.28,NA,rashod-bateman,NumberFire,15293,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.54,#29,190,80,4.29,4800,0.89,5.33,4100,1.3,4.29,11,0.39,NA
Trey Palmer,WR,TB,NA,NA,1.95,24.88,NA,NA,0.13,0,0,NA,0,NA,3.25,NA,trey-palmer,NumberFire,16199,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#12,192,81,4.18,5100,0.82,5.19,3900,1.33,4.18,10,0.42,NA
Kalif Raymond,WR,DET,NA,NA,1.98,25.67,NA,NA,0.12,0,0,NA,0,NA,3.2,NA,kalif-raymond,NumberFire,13066,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.44,#8,194,82,4.16,5100,0.82,5.21,3800,1.37,4.16,13,0.32,NA
Trenton Irwin,WR,CIN,NA,NA,2.16,23.07,NA,NA,0.14,0,0,NA,0,NA,3.09,NA,trenton-irwin,NumberFire,14551,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.29,#18,195,83,4.15,5500,0.75,5.27,3300,1.6,4.15,12,0.35,NA
Parris Campbell,WR,NYG,NA,NA,2.34,25.21,NA,NA,0.1,0,0,NA,0,NA,3.06,NA,parris-campbell,NumberFire,14112,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.25,#3,197,84,4.25,5000,0.85,5.45,3200,1.7,4.25,10,0.43,NA
Kyle Philips,WR,TEN,NA,NA,1.83,23.91,NA,NA,0.12,0,0,NA,0,NA,3.02,NA,kyle-philips,NumberFire,15901,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,7.19,#2,199,85,3.95,4100,0.96,4.9,3000,1.63,3.95,10,0.4,NA
Justin Watson,WR,KC,NA,NA,1.57,21.33,NA,NA,0.14,0,0,NA,0,NA,2.96,NA,justin-watson-1,NumberFire,13776,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#32,201,86,3.72,5100,0.73,4.52,3300,1.37,3.72,11,0.34,NA
Marvin Mims,WR,DEN,NA,NA,1.54,21.25,NA,NA,0.11,0.26,1.35,NA,0.01,NA,2.94,NA,marvin-mims,NumberFire,16189,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.08,#11,203,87,3.71,5100,0.73,4.5,NA,NA,3.71,NA,NA,NA
Deonte Harty,WR,BUF,NA,NA,1.77,21.04,NA,NA,0.14,0,0,NA,0,NA,2.85,NA,deonte-harris,NumberFire,14558,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,6.96,#15,205,88,3.71,4600,0.81,4.65,3000,1.55,3.71,10,0.37,NA
Brandon Johnson,WR,DEN,NA,NA,1.67,19.88,NA,NA,0.11,0,0,NA,0,NA,2.63,NA,brandon-johnson-1,NumberFire,15987,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,6.67,#11,206,89,3.42,4700,0.73,4.29,3000,1.43,3.42,10,0.34,NA
Olamide Zaccheaus,WR,PHI,NA,NA,1.68,20.51,NA,NA,0.1,0,0,NA,0,NA,2.63,NA,olamide-zaccheaus,NumberFire,14592,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,6.67,#14,206,89,3.45,4500,0.77,4.31,3000,1.44,3.45,10,0.35,NA
