player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Jaylen Waddle,WR,MIA,NA,NA,5.32,80.56,NA,NA,0.49,0.62,3.68,NA,0.03,NA,11.44,NA,jaylen-waddle,NumberFire,15284,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,18.58,#19,54,5,14.12,7900,1.79,16.83,7100,2.37,14.12,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.46,81.92,NA,NA,0.53,0,0,NA,0,NA,11.34,NA,stefon-diggs,NumberFire,12186,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,18.44,#2,56,6,14.54,NA,NA,17.81,NA,NA,14.54,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.23,79.11,NA,NA,0.5,0,0,NA,0,NA,10.83,NA,a-j-brown,NumberFire,14104,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91,17.75,#4,59,7,13.45,8100,1.66,16.11,7600,2.12,13.45,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,6.26,73.72,NA,NA,0.5,0.27,1.48,NA,0.01,NA,10.57,NA,davante-adams,NumberFire,11675,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,17.4,#9,60,8,13.69,8200,1.67,16.84,7900,2.13,13.69,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.51,74.37,NA,NA,0.45,0.26,1.27,NA,0.01,NA,10.39,NA,amon-ra-st-brown,NumberFire,15287,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,17.16,#12,63,9,13.58,NA,NA,16.84,NA,NA,13.58,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.22,74.32,NA,NA,0.41,0,0,NA,0,NA,9.81,NA,chris-olave,NumberFire,15754,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,16.37,#21,69,10,12.42,7300,1.7,15.08,6500,2.32,12.42,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,5.72,66.62,NA,NA,0.53,0,0,NA,0,NA,9.76,NA,dk-metcalf,NumberFire,14102,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,16.31,#14,71,11,12.62,7700,1.64,15.53,7000,2.22,12.62,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5.5,68.57,NA,NA,0.49,0,0,NA,0,NA,9.76,NA,garrett-wilson,NumberFire,15753,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,16.31,#6,71,11,12.47,NA,NA,15.27,NA,NA,12.47,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,NA,5.56,67.72,NA,NA,0.48,0,0,NA,0,NA,9.65,NA,calvin-ridley,NumberFire,13629,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,16.16,#13,73,13,12.41,7000,1.77,15.21,6500,2.34,12.41,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,5.44,68.59,NA,NA,0.45,0,0,NA,0,NA,9.52,NA,tee-higgins,NumberFire,14835,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,15.98,#22,74,14,12.24,7400,1.65,14.99,6800,2.2,12.24,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.53,62.59,NA,NA,0.49,0,0,NA,0,NA,9.11,NA,tyler-lockett,NumberFire,12187,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,15.43,#14,76,15,11.88,6800,1.75,14.7,6700,2.19,11.88,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.36,58.09,NA,NA,0.3,2.21,10.44,NA,0.1,NA,9.09,NA,deebo-samuel,NumberFire,14136,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,15.4,#20,77,16,11.23,7000,1.6,13.52,5500,2.46,11.23,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,5.08,64.08,NA,NA,0.4,0.26,1.45,NA,0.01,NA,9,NA,christian-kirk,NumberFire,13633,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,15.28,#13,78,17,11.55,6900,1.67,14.1,5600,2.52,11.55,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.53,62.75,NA,NA,0.45,0,0,NA,0,NA,8.99,NA,amari-cooper,NumberFire,12175,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,15.26,#11,79,18,11.24,6700,1.68,13.52,5800,2.33,11.24,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,5.84,65.14,NA,NA,0.38,0.26,1.38,NA,0.01,NA,8.94,NA,keenan-allen-1,NumberFire,11222,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.2,#23,80,19,11.83,8000,1.48,14.8,7300,2.03,11.83,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,4.32,58.33,NA,NA,0.48,0.26,1.37,NA,0.01,NA,8.91,NA,mike-williams,NumberFire,13154,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.16,#23,81,20,11.07,7100,1.56,13.24,5700,2.32,11.07,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.58,62.94,NA,NA,0.39,0,0,NA,0,NA,8.63,NA,mike-evans,NumberFire,11671,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,14.78,#24,85,21,10.92,6500,1.68,13.22,6300,2.1,10.92,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,5.17,64.42,NA,NA,0.35,0,0,NA,0,NA,8.51,NA,devonta-smith,NumberFire,15282,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,14.62,#4,86,22,11.09,7200,1.54,13.7,7200,1.9,11.09,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CHI,NA,NA,4.4,57.84,NA,NA,0.43,0,0,NA,0,NA,8.35,NA,d-j-moore-1,NumberFire,13635,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,14.4,#15,87,23,10.54,6300,1.67,12.76,6100,2.09,10.54,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.02,57.85,NA,NA,0.37,0,0,NA,0,NA,7.94,NA,michael-pittman-jr,NumberFire,14842,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,13.84,#17,89,24,10.46,6600,1.58,13.01,6200,2.1,10.46,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,4.64,58.77,NA,NA,0.28,0.33,2.07,NA,0.03,NA,7.87,NA,terry-mclaurin,NumberFire,14109,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,13.75,#30,90,25,10.22,6900,1.48,12.57,6400,1.96,10.22,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,NA,4.76,58.06,NA,NA,0.35,0,0,NA,0,NA,7.83,NA,deandre-hopkins-1,NumberFire,11232,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,13.7,#8,91,26,10.19,7500,1.36,12.63,6900,1.83,10.19,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.06,55.49,NA,NA,0.33,0.26,1.76,NA,0.02,NA,7.74,NA,chris-godwin,NumberFire,13163,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,13.57,#24,92,27,10.28,6800,1.51,12.86,5900,2.18,10.28,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,3.21,55.09,NA,NA,0.36,0,0,NA,0,NA,7.68,NA,marquez-valdes-scantling,NumberFire,13793,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,13.49,#31,93,28,9.27,NA,NA,10.89,NA,NA,9.27,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,4.97,60.91,NA,NA,0.28,0,0,NA,0,NA,7.66,NA,romeo-doubs,NumberFire,15779,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,13.47,#27,94,29,10.16,5300,1.92,12.7,4400,2.89,10.16,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,4.22,55.62,NA,NA,0.29,0.29,1.57,NA,0.02,NA,7.53,NA,treylon-burks,NumberFire,15752,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,13.29,#8,96,30,9.67,5700,1.7,11.8,5000,2.36,9.67,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,4.11,51.07,NA,NA,0.36,0.24,1.4,NA,0.01,NA,7.46,NA,kadarius-toney,NumberFire,15289,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.2,#31,97,31,9.48,NA,NA,11.57,NA,NA,9.48,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,4.34,51.85,NA,NA,0.34,0.29,1.61,NA,0.01,NA,7.46,NA,brandin-cooks,NumberFire,11674,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.2,#28,97,31,9.64,NA,NA,11.81,NA,NA,9.64,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.81,56.72,NA,NA,0.24,0.28,2.15,NA,0.01,NA,7.34,NA,marquise-brown,NumberFire,14105,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,13.03,#5,99,33,9.69,6500,1.49,12.16,5200,2.34,9.69,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,5.18,56.3,NA,NA,0.28,0,0,NA,0,NA,7.27,NA,diontae-johnson,NumberFire,14208,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,12.94,#1,101,34,9.84,6400,1.54,12.47,5300,2.35,9.84,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,3.54,53.08,NA,NA,0.32,0,0,NA,0,NA,7.2,NA,gabriel-davis,NumberFire,14845,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.84,#2,102,35,8.96,NA,NA,10.76,NA,NA,8.96,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.03,49.61,NA,NA,0.38,0,0,NA,0,NA,7.19,NA,zay-flowers,NumberFire,16190,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,12.83,#26,103,36,9.22,5500,1.68,11.26,4000,2.82,9.22,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,3.88,50.8,NA,NA,0.31,0.3,1.53,NA,0.01,NA,7.13,NA,brandon-aiyuk,NumberFire,14840,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,12.75,#20,104,37,9.05,6600,1.37,11.02,4900,2.25,9.05,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.41,51.09,NA,NA,0.33,0,0,NA,0,NA,7,NA,drake-london,NumberFire,15751,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,12.57,#18,106,38,9.21,6200,1.49,11.47,5400,2.12,9.21,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,4.06,50.32,NA,NA,0.33,0,0,NA,0,NA,6.97,NA,jaxon-smith-njigba,NumberFire,16185,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,12.53,#14,107,39,9,5300,1.7,11.06,4900,2.26,9,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,3.64,48.8,NA,NA,0.34,0,0,NA,0,NA,6.9,NA,rashod-bateman,NumberFire,15293,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,12.44,#26,109,40,8.7,6100,1.43,10.55,5300,1.99,8.7,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,3.71,47.33,NA,NA,0.32,0.24,1.39,NA,0.01,NA,6.78,NA,skyy-moore,NumberFire,15766,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,12.28,#31,110,41,8.59,NA,NA,10.51,NA,NA,8.59,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LA,NA,NA,3.61,51.13,NA,NA,0.28,0,0,NA,0,NA,6.77,NA,van-jefferson,NumberFire,14858,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,12.26,#25,111,42,8.56,5500,1.56,10.39,4700,2.21,8.56,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WSH,NA,NA,3.79,44.4,NA,NA,0.25,0.66,4.13,NA,0.06,NA,6.68,NA,jahan-dotson,NumberFire,15755,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,12.14,#30,112,43,8.57,6100,1.4,10.49,5000,2.1,8.57,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3.98,51.73,NA,NA,0.22,0.26,1.61,NA,0.01,NA,6.66,NA,jayden-reed,NumberFire,16184,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,12.11,#27,113,44,8.62,5000,1.72,10.66,3000,3.55,8.62,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3.7,49.1,NA,NA,0.29,0,0,NA,0,NA,6.65,NA,george-pickens,NumberFire,15762,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.1,#1,114,45,8.48,5800,1.46,10.35,5000,2.07,8.48,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,3.72,46.98,NA,NA,0.31,0,0,NA,0,NA,6.54,NA,courtland-sutton,NumberFire,13630,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,#29,115,46,8.4,5900,1.42,10.28,5200,1.98,8.4,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,3.96,44.37,NA,NA,0.35,0,0,NA,0,NA,6.5,NA,jordan-addison,NumberFire,16186,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.9,#16,116,47,8.48,5500,1.54,10.49,5100,2.06,8.48,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,3.63,44.44,NA,NA,0.3,0,0,NA,0,NA,6.23,NA,allen-lazard,NumberFire,13632,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,11.53,#6,118,48,8.08,NA,NA,9.89,NA,NA,8.08,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,NA,4.24,46.29,NA,NA,0.27,0,0,NA,0,NA,6.11,NA,juju-smith-schuster,NumberFire,13156,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,11.37,#10,123,49,8.25,5800,1.42,10.44,4800,2.18,8.25,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,4.07,42.99,NA,NA,0.3,0,0,NA,0,NA,6.05,NA,zay-jones,NumberFire,13176,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,11.29,#13,124,50,8.11,5600,1.45,10.17,4500,2.26,8.11,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,4.15,45.46,NA,NA,0.24,0,0,NA,0,NA,5.97,NA,michael-thomas-1,NumberFire,12652,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,11.18,#21,126,51,8.06,6000,1.34,10.15,5100,1.99,8.06,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,3.27,42.2,NA,NA,0.25,0.32,1.86,NA,0.01,NA,5.92,NA,elijah-moore,NumberFire,15288,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,11.11,#11,127,52,7.56,5700,1.33,9.23,3800,2.43,7.56,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,3.56,45.41,NA,NA,0.23,0,0,NA,0,NA,5.87,NA,jonathan-mingo,NumberFire,16197,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,11.05,#32,130,53,7.64,4500,1.7,9.46,3200,2.96,7.64,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,3.35,40.99,NA,NA,0.24,0.26,1.37,NA,0.01,NA,5.69,NA,quentin-johnston,NumberFire,16188,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,10.8,#23,133,54,7.37,5100,1.45,9.08,4400,2.06,7.37,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,3.65,43.15,NA,NA,0.23,0,0,NA,0,NA,5.66,NA,nico-collins,NumberFire,15290,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.76,#7,135,55,7.5,5800,1.29,9.35,4700,1.99,7.5,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,NA,2.87,36.44,NA,NA,0.34,0,0,NA,0,NA,5.64,NA,odell-beckham,NumberFire,11679,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.74,#26,136,56,7.1,5700,1.25,8.55,5000,1.71,7.1,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,3.87,41.57,NA,NA,0.23,0,0,NA,0,NA,5.52,NA,adam-thielen,NumberFire,11938,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,10.57,#32,139,57,7.47,6000,1.25,9.42,4600,2.05,7.47,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,NA,3.25,39.49,NA,NA,0.26,0,0,NA,0,NA,5.42,NA,marvin-mims,NumberFire,16189,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,10.44,#29,140,58,7.07,4700,1.5,8.74,NA,NA,7.07,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,3.07,36.85,NA,NA,0.28,0,0,NA,0,NA,5.36,NA,michael-gallup,NumberFire,13646,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.36,#28,141,59,6.92,NA,NA,8.46,NA,NA,6.92,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,2.64,24.87,NA,NA,0.14,1.66,10.37,NA,0.14,NA,5.18,NA,curtis-samuel,NumberFire,13157,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.11,#30,144,60,6.48,5300,1.22,7.83,4200,1.86,6.48,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,2.99,39.63,NA,NA,0.2,0,0,NA,0,NA,5.16,NA,devante-parker,NumberFire,12176,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.09,#10,145,61,6.66,5200,1.28,8.16,4100,1.99,6.66,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2.82,36.06,NA,NA,0.26,0,0,NA,0,NA,5.15,NA,josh-reynolds,NumberFire,13168,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.07,#12,146,62,6.56,NA,NA,7.99,NA,NA,6.56,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.97,37.16,NA,NA,0.24,0,0,NA,0,NA,5.14,NA,alec-pierce,NumberFire,15768,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,10.06,#17,147,63,6.6,5200,1.27,8.12,3800,2.14,6.6,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,NA,3.08,38.67,NA,NA,0.19,0.26,1.43,NA,0.01,NA,5.13,NA,kendrick-bourne,NumberFire,13418,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,10.05,#10,148,64,6.69,4900,1.37,8.27,3300,2.51,6.69,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.85,37.48,NA,NA,0.22,0,0,NA,0,NA,4.99,NA,darius-slayton,NumberFire,14122,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,9.86,#3,152,65,6.45,NA,NA,7.91,NA,NA,6.45,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,DET,NA,NA,2.64,31.96,NA,NA,0.29,0,0,NA,0,NA,4.95,NA,marvin-jones,NumberFire,10738,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9.8,#12,154,66,6.28,NA,NA,7.6,NA,NA,6.28,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.03,35.24,NA,NA,0.2,0.24,1.44,NA,0.01,NA,4.89,NA,tyler-boyd,NumberFire,12650,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,9.72,#22,155,67,6.42,5400,1.19,7.96,4100,1.94,6.42,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LA,NA,NA,3.03,35.39,NA,NA,0.22,0,0,NA,0,NA,4.81,NA,ben-skowronek-1,NumberFire,15491,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.61,#25,156,68,6.33,5100,1.24,7.88,3200,2.46,6.33,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,3.42,36.46,NA,NA,0.19,0,0,NA,0,NA,4.74,NA,robert-woods-1,NumberFire,11228,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.52,#7,158,69,6.48,5400,1.2,8.21,5000,1.64,6.48,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,3.73,37.8,NA,NA,0.16,0,0,NA,0,NA,4.69,NA,jakobi-meyers,NumberFire,14127,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,9.45,#9,159,70,6.55,5700,1.15,8.45,4800,1.76,6.55,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,2.79,33.92,NA,NA,0.21,0,0,NA,0,NA,4.62,NA,darnell-mooney,NumberFire,14974,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,9.36,#15,163,71,6.05,5900,1.03,7.45,4500,1.66,6.05,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,NA,3.11,36.62,NA,NA,0.18,0,0,NA,0,NA,4.61,NA,tank-dell,NumberFire,16204,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,9.34,#7,164,72,6.2,4900,1.27,7.81,3000,2.6,6.2,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,NA,2.77,37.82,NA,NA,0.15,0,0,NA,0,NA,4.58,NA,samori-toure,NumberFire,15841,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.3,#27,165,73,5.97,4300,1.39,7.41,3000,2.47,5.97,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,2.48,33.29,NA,NA,0.2,0,0,NA,0,NA,4.48,NA,jerry-jeudy,NumberFire,14833,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.17,#29,168,74,5.75,6700,0.86,7.01,6600,1.06,5.75,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,2.89,33.8,NA,NA,0.18,0,0,NA,0,NA,4.43,NA,puka-nacua,NumberFire,16211,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,9.1,#25,171,75,5.87,4000,1.47,7.34,3000,2.45,5.87,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,2.41,34.08,NA,NA,0.17,0,0,NA,0,NA,4.39,NA,donovan-peoples-jones,NumberFire,14857,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.05,#11,174,76,5.59,5900,0.95,6.83,4300,1.59,5.59,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,3.03,33.04,NA,NA,0.11,0.28,2.13,NA,0.01,NA,4.21,NA,rondale-moore,NumberFire,15283,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#5,178,77,5.69,5600,1.02,7.25,4200,1.73,5.69,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,2.46,32.23,NA,NA,0.16,0,0,NA,0,NA,4.15,NA,rashid-shaheed,NumberFire,16080,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,8.72,#21,183,78,5.37,5400,0.99,6.63,3700,1.79,5.37,NA,NA,NA,NA,NA,NA
