player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Saquon Barkley,RB,NYG,NA,18,73,NA,0.2,NA,3,18,NA,NA,0.1,NA,10.9,NA,16319,FFToday,13604,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,17,68,NA,0.4,NA,1,11,NA,NA,0.1,NA,10.9,NA,15602,FFToday,12626,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NE,NA,16,65,NA,0.2,NA,3,19,NA,NA,0.1,NA,10.2,NA,15575,FFToday,12625,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14,53,NA,0.2,NA,3,25,NA,NA,0.2,NA,10.2,NA,18087,FFToday,15708,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,14,60,NA,0.3,NA,2,18,NA,NA,0.1,NA,10.2,NA,16676,FFToday,14085,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,13,59,NA,0.2,NA,3,19,NA,NA,0.1,NA,9.6,NA,18075,FFToday,15713,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,15,64,NA,0.1,NA,3,20,NA,NA,0.1,NA,9.6,NA,17753,FFToday,15256,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,13,60,NA,0.1,NA,3,23,NA,NA,0.1,NA,9.5,NA,18046,FFToday,15715,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,PHI,NA,12,60,NA,0.2,NA,2,17,NA,NA,0.1,NA,9.5,NA,17220,FFToday,14797,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,15,58,NA,0.2,NA,3,24,NA,NA,0,NA,9.4,NA,17060,FFToday,14805,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,HOU,NA,13,55,NA,0.3,NA,2,15,NA,NA,0.1,NA,9.4,NA,16699,FFToday,14080,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,15,58,NA,0.3,NA,1,9,NA,NA,0.1,NA,9.1,NA,17592,FFToday,15254,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,13,53,NA,0.2,NA,2,19,NA,NA,0.1,NA,9,NA,18495,FFToday,16169,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,11,49,NA,0.3,NA,2,17,NA,NA,0.1,NA,9,NA,18267,FFToday,15742,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,14,57,NA,0.2,NA,3,20,NA,NA,0,NA,8.9,NA,17603,FFToday,15261,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,12,53,NA,0.1,NA,3,22,NA,NA,0,NA,8.1,NA,18559,FFToday,16175,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,12,46,NA,0.1,NA,2,17,NA,NA,0.1,NA,7.5,NA,16644,FFToday,14223,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,10,43,NA,0.5,NA,0,0,NA,NA,0,NA,7.3,NA,16413,FFToday,13850,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,9,42,NA,0.2,NA,2,16,NA,NA,0,NA,7,NA,18710,FFToday,16178,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,8,41,NA,0.2,NA,1,6,NA,NA,0.1,NA,6.5,NA,15906,FFToday,13138,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,8,35,NA,0.2,NA,1,5,NA,NA,0,NA,5.2,NA,13295,FFToday,11390,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,8,33,NA,0.1,NA,1,9,NA,NA,0,NA,4.8,NA,18039,FFToday,15723,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,5,24,NA,0.1,NA,2,17,NA,NA,0,NA,4.7,NA,17578,FFToday,15255,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,4,16,NA,0.1,NA,2,19,NA,NA,0.1,NA,4.7,NA,18659,FFToday,16165,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,7,28,NA,0.1,NA,1,10,NA,NA,0,NA,4.4,NA,17596,FFToday,15271,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,DEN,NA,4,15,NA,0,NA,3,22,NA,NA,0.1,NA,4.3,NA,15976,FFToday,13133,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,6,23,NA,0.1,NA,1,10,NA,NA,0,NA,3.9,NA,15841,FFToday,13128,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,7,27,NA,0.1,NA,1,6,NA,NA,0,NA,3.9,NA,18182,FFToday,15717,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8,32,NA,0.1,NA,0,0,NA,NA,0,NA,3.8,NA,18000,FFToday,15712,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,5,23,NA,0,NA,2,13,NA,NA,0,NA,3.6,NA,16771,FFToday,14331,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,5,19,NA,0.1,NA,1,8,NA,NA,0,NA,3.3,NA,16689,FFToday,14079,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,6,23,NA,0.1,NA,0,0,NA,NA,0,NA,2.9,NA,17562,FFToday,15275,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,LAR,NA,6,22,NA,0.1,NA,0,0,NA,NA,0,NA,2.8,NA,16313,FFToday,13617,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,4,16,NA,0.1,NA,1,5,NA,NA,0,NA,2.7,NA,16038,FFToday,13139,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,4,14,NA,0.1,NA,1,6,NA,NA,0,NA,2.6,NA,17136,FFToday,14807,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,4,16,NA,0.1,NA,0,0,NA,NA,0,NA,2.2,NA,17262,FFToday,14823,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,3,16,NA,0,NA,1,5,NA,NA,0,NA,2.1,NA,13308,FFToday,11225,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,3,12,NA,0,NA,1,6,NA,NA,0,NA,1.8,NA,16133,FFToday,13726,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,3,10,NA,0,NA,1,7,NA,NA,0,NA,1.7,NA,17046,FFToday,14815,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,2,10,NA,0,NA,1,7,NA,NA,0,NA,1.7,NA,17070,FFToday,14803,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,3,10,NA,0.1,NA,0,0,NA,NA,0,NA,1.6,NA,16456,FFToday,14017,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,2,6,NA,0,NA,1,8,NA,NA,0,NA,1.4,NA,15100,FFToday,12155,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,2,8,NA,0,NA,1,6,NA,NA,0,NA,1.4,NA,18717,FFToday,16390,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,3,13,NA,0,NA,0,0,NA,NA,0,NA,1.3,NA,17648,FFToday,15263,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,3,13,NA,0,NA,0,0,NA,NA,0,NA,1.3,NA,17845,FFToday,14817,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.7,81,NA,0.8,4.4,4.4,39.4,NA,NA,0.3,0.1,18.42,NA,12892,FleaFlicker,13130,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB1,1.1,120.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,18.6,78.2,NA,0.5,2.9,2.9,21.6,NA,NA,0.1,0,13.68,NA,17004,FleaFlicker,15710,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB4,0.6,99.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,19,79,NA,0.6,2.2,2.2,16.6,NA,NA,0.1,0.1,13.59,NA,15548,FleaFlicker,14798,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB16,0.7,95.6,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,15.4,62.4,NA,0.4,4.7,4.7,36.7,NA,NA,0.1,0.1,13.21,NA,12965,FleaFlicker,13132,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB13,0.6,99.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,16.1,68.5,NA,0.5,3.2,3.2,22.4,NA,NA,0.1,0,12.83,NA,12975,FleaFlicker,13131,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB21,0.6,91,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,19.6,74.9,NA,0.5,2.7,2.7,20.6,NA,NA,0.1,0.1,12.71,NA,14673,FleaFlicker,14073,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB9,0.6,95.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,13.6,59.2,NA,0.5,3.8,3.8,31.8,NA,NA,0.2,0.1,12.7,NA,13325,FleaFlicker,13404,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB8,0.6,91,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,17.7,75.5,NA,0.3,3.1,3.1,23.3,NA,NA,0.1,0.1,12.56,NA,13778,FleaFlicker,13604,GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB14,0.5,98.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,14.8,66.2,NA,0.5,3,3,23.1,NA,NA,0.1,0.1,12.41,NA,14759,FleaFlicker,14085,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB5,0.6,89.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,15.6,69.5,NA,0.5,2.5,2.5,17.8,NA,NA,0.1,0.1,12.25,NA,17029,FleaFlicker,15749,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB10,0.6,87.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.4,68.2,NA,0.4,3.3,3.3,26,NA,NA,0.1,0.1,12.2,NA,17603,FleaFlicker,16161,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB3,0.5,94.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,15,66.1,NA,0.4,3.5,3.5,26.6,NA,NA,0.1,0.1,12.16,NA,16241,FleaFlicker,15253,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB2,0.5,92.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,16.8,61.6,NA,0.3,3.6,3.6,28.4,NA,NA,0.1,0.1,11.8,NA,16882,FleaFlicker,15721,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB11,0.5,90.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,11.2,51,NA,0.5,2.5,2.5,21.4,NA,NA,0.2,0.1,11.46,NA,17617,FleaFlicker,16167,TENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB6,0.7,72.3,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14.1,57.7,NA,0.3,3.6,3.6,30.4,NA,NA,0.1,0,11.31,NA,16834,FleaFlicker,15708,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB19,0.4,88,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,10,51.2,NA,0.4,4.2,4.2,31.9,NA,NA,0.1,0,11.24,NA,17612,FleaFlicker,16162,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB7,0.5,83,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,15.2,62.7,NA,0.6,1.2,1.2,10.7,NA,NA,0.1,0.1,10.96,NA,14716,FleaFlicker,14071,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB15,0.6,73.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,16.1,65.3,NA,0.4,1.7,1.7,14.4,NA,NA,0.1,0.1,10.85,NA,12042,FleaFlicker,12626,@MIAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB12,0.5,79.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,11.4,55.2,NA,0.5,1.9,1.9,14.5,NA,NA,0.1,0.1,10.73,NA,11455,FleaFlicker,12447,TENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB24,0.7,69.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NE,NA,16.8,66.4,NA,0.3,2.5,2.5,18.2,NA,NA,0.1,0.1,10.7,NA,12025,FleaFlicker,12625,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB35,0.4,84.6,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,15.1,62.9,NA,0.3,2.9,2.9,20.7,NA,NA,0.1,0.1,10.64,NA,16282,FleaFlicker,15256,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB18,0.4,83.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,12.1,58.9,NA,0.2,2.8,2.8,22.1,NA,NA,0.1,0.1,10.14,NA,16839,FleaFlicker,15715,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB22,0.4,81,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,14.9,62.6,NA,0.3,2.3,2.3,16.4,NA,NA,0,0,10.12,NA,16361,FleaFlicker,15261,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB32,0.4,79,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,PHI,NA,12.1,54.3,NA,0.3,2.7,2.7,19.6,NA,NA,0.1,0,9.95,NA,15601,FleaFlicker,14797,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB17,0.4,73.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,13.2,56.9,NA,0.3,2.6,2.6,19.2,NA,NA,0.1,0.1,9.63,NA,16974,FleaFlicker,15713,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB28,0.4,76,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,14.9,57,NA,0.4,1.7,1.7,11.9,NA,NA,0.1,0.1,9.49,NA,16246,FleaFlicker,15254,NEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB30,0.5,68.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,12.7,53.7,NA,0.3,2,2,16.8,NA,NA,0.1,0,9.11,NA,15568,FleaFlicker,14805,@NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB37,0.3,70.5,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,11.2,48.7,NA,0.3,2.5,2.5,18.4,NA,NA,0.1,0.1,8.91,NA,17137,FleaFlicker,15742,NEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB25,0.4,67.1,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,13.5,54.8,NA,0.3,1.8,1.8,13.5,NA,NA,0.1,0.1,8.8,NA,14700,FleaFlicker,14223,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB36,0.4,68.3,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,HOU,NA,11.8,54.3,NA,0.3,1.8,1.8,13.6,NA,NA,0.1,0.1,8.77,NA,14736,FleaFlicker,14080,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB33,0.4,67.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,9.5,46,NA,0.2,2.5,2.5,19.9,NA,NA,0.1,0.1,8.49,NA,13111,FleaFlicker,13319,@NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB38,0.3,65.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,11.1,43.3,NA,0.3,1.5,1.5,11.6,NA,NA,0.1,0,7.77,NA,16890,FleaFlicker,15711,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB20,0.4,54.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,10.4,43,NA,0.5,0.7,0.7,5.6,NA,NA,0,0,7.72,NA,14191,FleaFlicker,13850,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB29,0.5,48.6,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,10.2,43.4,NA,0.3,1,1,6.8,NA,NA,0.1,0,7.08,NA,12934,FleaFlicker,13138,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB46,0.3,50.1,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,8.4,40.1,NA,0.2,1.6,1.6,13,NA,NA,0,0,6.99,NA,18174,FleaFlicker,16178,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB34,0.3,53.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,8.9,32.7,NA,0.2,2.3,2.3,17.3,NA,NA,0.1,0,6.28,NA,17716,FleaFlicker,16175,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB40,0.2,50,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,6.8,34.1,NA,0.2,1.4,1.4,12.2,NA,NA,0.1,0,6.11,NA,16552,FleaFlicker,15271,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB39,0.2,46.3,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,10.8,39.8,NA,0.2,0.7,0.7,5,NA,NA,0,0.1,5.76,NA,16914,FleaFlicker,15717,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB43,0.2,44.9,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
