player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Brown, Noah",WR,HOU,NA,7.2,4.1,55,NA,NA,0.3,NA,1,NA,0,0,7.5,NA,NA,FantasySharks,13172,TEN,1.2,0.2,0,0,0,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,6.6,4,62,NA,NA,0.2,NA,0,NA,0,0,7.5,NA,NA,FantasySharks,15319,@DEN,0.6,0,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,6,3.8,40,NA,NA,0.3,NA,5,NA,0.1,0,7.4,NA,NA,FantasySharks,16184,@MIN,1,0.1,0.2,0,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,7.6,4.3,60,NA,NA,0.2,NA,1,NA,0,0,7.4,NA,NA,FantasySharks,14109,SFO,0.7,0,0,0.1,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.7,4.9,55,NA,NA,0.3,NA,0,NA,0,0,7.3,NA,NA,FantasySharks,12187,PIT,0.6,0.1,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,7.3,4.4,62,NA,NA,0.2,NA,1,NA,0,0,7.3,NA,NA,FantasySharks,14833,LAC,1,0.1,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beckham, Odell",WR,BAL,NA,5.6,3.4,49,NA,NA,0.3,NA,2,NA,0.1,0.1,7.2,NA,NA,FantasySharks,11679,MIA,0.9,0.1,0,0,0,0.2,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,8.6,5.4,62,NA,NA,0.1,NA,2,NA,0.1,0.1,7.2,NA,NA,FantasySharks,13163,NOS,1,0.1,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,6.3,3.7,44,NA,NA,0.5,NA,0,NA,0,0,7.1,NA,NA,FantasySharks,15779,@MIN,1,0.3,0.1,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,5.9,2.9,48,NA,NA,0.4,NA,-0.1,NA,0,0.1,7.1,NA,NA,FantasySharks,14845,NEP,0.9,0.2,0.1,0,0.1,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,8.6,4.5,53,NA,NA,0.3,NA,1,NA,0,0,7.1,NA,NA,FantasySharks,14208,@SEA,1,0.2,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,8.7,4.5,51,NA,NA,0.3,NA,1,NA,0,0,7.1,NA,NA,FantasySharks,14105,@PHI,0.7,0.1,0,0.1,0.1,0,0,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,10.3,5.5,62,NA,NA,0.1,NA,0,NA,0,0.1,6.8,NA,NA,FantasySharks,15753,@CLE,1.2,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,LVR,NA,5.9,3.6,41,NA,NA,0.4,NA,2,NA,0.1,0,6.8,NA,NA,FantasySharks,14127,@IND,0.8,0.1,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,5.7,3.5,53,NA,NA,0.2,NA,0,NA,0,0,6.4,NA,NA,FantasySharks,14122,LAR,0.2,0,0,0,0,0.1,0.1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flowers, Zay",WR,BAL,NA,6.7,4.3,45,NA,NA,0.2,NA,2,NA,0,0,6.4,NA,NA,FantasySharks,16190,MIA,0.9,0.1,0.1,0.1,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,6.7,4.1,54,NA,NA,0.1,NA,0,NA,0,0.1,6.3,NA,NA,FantasySharks,15751,@CHI,0.9,0.1,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.6,3.5,38,NA,NA,0.3,NA,2,NA,0.1,0,6,NA,NA,FantasySharks,13157,SFO,0.9,0.1,0.1,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,5.8,3.7,42,NA,NA,0.3,NA,0,NA,0,0,5.8,NA,NA,FantasySharks,14977,GBP,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,5.4,3.4,42,NA,NA,0.2,NA,2,NA,0,0,5.6,NA,NA,FantasySharks,16080,@TBB,0.4,0,0,0,0,0.1,0,17,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Michael",WR,ARI,NA,4.4,3,43,NA,NA,0.2,NA,0,NA,0,0,5.5,NA,NA,FantasySharks,16206,@PHI,0.3,0.1,0.1,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,5.2,3,35,NA,NA,0.3,NA,1,NA,0,0,5.2,NA,NA,FantasySharks,15755,SFO,0.6,0.1,0.1,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,5.8,3.6,35,NA,NA,0.1,NA,8,NA,0,0,5.2,NA,NA,FantasySharks,15283,@PHI,0.5,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.8,3.3,40,NA,NA,0.2,NA,0,NA,0,0,5,NA,NA,FantasySharks,13176,CAR,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,5.7,2.9,35,NA,NA,0.2,NA,2,NA,0,0,4.9,NA,NA,FantasySharks,15301,@NYG,0.8,0.1,0,0,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,5.6,3.6,41,NA,NA,0.1,NA,1,NA,0,0,4.9,NA,NA,FantasySharks,12650,@KCC,0.6,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,4.1,2.3,32,NA,NA,0.2,NA,1,NA,0.1,0,4.8,NA,NA,FantasySharks,15756,@DAL,0.5,0,0,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Njigba, Jaxon",WR,SEA,NA,5.2,3.5,37,NA,NA,0.2,NA,0,NA,0,0,4.7,NA,NA,FantasySharks,16185,PIT,0.6,0.1,0,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Downs, Josh",WR,IND,NA,7,4.4,41,NA,NA,0.1,NA,0,NA,0,0,4.6,NA,NA,FantasySharks,16187,LVR,0.8,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,3.7,2.1,31,NA,NA,0.2,NA,0,NA,0,0.1,4.4,NA,NA,FantasySharks,13168,@DAL,0.5,0.2,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wicks, Dontayvion",WR,GBP,NA,4.1,2.4,37,NA,NA,0.1,NA,0.1,NA,0,0.1,4.4,NA,NA,FantasySharks,16195,@MIN,0.4,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,3.8,2.2,25,NA,NA,0.3,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,12785,@NYG,1,0.3,0,0,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,3.8,2.3,23,NA,NA,0.3,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,14849,LAR,0.5,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,4.6,2.9,39,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,12176,@BUF,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,4.4,2.5,31,NA,NA,0.2,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,13646,DET,0.4,0.1,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Wan'Dale",WR,NYG,NA,5.3,3.9,33,NA,NA,0.1,NA,4,NA,0,0,4.2,NA,NA,FantasySharks,15757,LAR,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,NEP,NA,4.6,3.2,34,NA,NA,0.1,NA,0,NA,0,0.1,4.1,NA,NA,FantasySharks,13156,@BUF,0.5,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,4.8,2.4,35,NA,NA,0,NA,4,NA,0,0,4.1,NA,NA,FantasySharks,15752,@HOU,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglas, Demario",WR,NEP,NA,5.5,3.2,37,NA,NA,0,NA,1,NA,0,0,4,NA,NA,FantasySharks,16342,@BUF,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,4,2.1,32,NA,NA,0.1,NA,1,NA,0,0.1,3.9,NA,NA,FantasySharks,13793,CIN,0.3,0.1,0,0,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,4.3,2.5,30,NA,NA,0.1,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,16188,@DEN,0.6,0.1,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,5.8,2.9,30,NA,NA,0.1,NA,1,NA,0,0,3.7,NA,NA,FantasySharks,11228,TEN,0.9,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,4.9,2.3,32,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,15768,LVR,0.6,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.7,2.7,32,NA,NA,0,NA,2,NA,0,0,3.7,NA,NA,FantasySharks,14838,@JAC,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perry, A.T.",WR,NOS,NA,3.5,1.8,27,NA,NA,0.1,NA,1,NA,0,0,3.7,NA,NA,FantasySharks,16196,@TBB,0.5,0,0,0,0.1,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,4.1,2.5,30,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,12652,@TBB,0.4,0,0.1,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,2.4,1.3,16,NA,NA,0.3,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,15987,LAC,0.4,0.1,0,0.1,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,2.6,2,30,NA,NA,0.1,NA,0,NA,0,0,3.5,NA,NA,FantasySharks,15761,NEP,0.1,0,0.1,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,CLE,NA,5.6,2.9,33,NA,NA,0.1,NA,1,NA,0,0.1,3.4,NA,NA,FantasySharks,15288,NYJ,0.7,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,NYG,NA,3.9,2.6,24,NA,NA,0.1,NA,1,NA,0,0,3.3,NA,NA,FantasySharks,14112,LAR,0.5,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,BAL,NA,2.7,1.7,18,NA,NA,0.2,NA,0,NA,0,0,3.3,NA,NA,FantasySharks,12181,MIA,0.4,0.1,0.1,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,3,1.7,24,NA,NA,0.1,NA,0,NA,0,0,3.2,NA,NA,FantasySharks,13776,CIN,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,6.2,2.9,30,NA,NA,0,NA,0.1,NA,0,0,3,NA,NA,FantasySharks,16197,@JAC,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,4,2,26,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,14974,ATL,0.5,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,3.1,1.8,22,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,13652,@BAL,0.5,0.1,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,NYJ,NA,3.8,1.8,23,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,13632,@CLE,0.4,0,0.1,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Tre",WR,LVR,NA,2.1,0.9,16,NA,NA,0.2,NA,2,NA,0,0,2.9,NA,NA,FantasySharks,16287,@IND,0.2,0,0,0.1,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,3.2,2,16,NA,NA,0.1,NA,3,NA,0,0,2.8,NA,NA,FantasySharks,15289,CIN,0.5,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,4.5,2.4,21,NA,NA,0.1,NA,2,NA,0,0,2.8,NA,NA,FantasySharks,16199,NOS,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,3.1,1.7,23,NA,NA,0,NA,3,NA,0,0,2.8,NA,NA,FantasySharks,16189,LAC,0.1,0,0,0,0,0,0,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,3.7,1.8,22,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,15293,MIA,0.3,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,TEN,NA,2.6,1.3,25,NA,NA,0,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,12773,@HOU,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,4,2.1,20,NA,NA,0.1,NA,2,NA,0,0.1,2.5,NA,NA,FantasySharks,13308,CAR,0.6,0,0,0,0,0,0,15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,2.3,1.4,19,NA,NA,0.1,NA,0,NA,0,0,2.5,NA,NA,FantasySharks,14860,@WAS,0.2,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,2.4,1.8,21,NA,NA,0,NA,3,NA,0,0,2.4,NA,NA,FantasySharks,13066,@DAL,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,1.7,0.9,8,NA,NA,0.2,NA,4,NA,0,0,2.4,NA,NA,FantasySharks,15981,DET,0.6,0.1,0,0,0.1,0,0,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,ATL,NA,3,1.6,21,NA,NA,0,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,14858,@CHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,2.7,1.4,19,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,15788,DET,0.3,0.1,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,3.4,1.9,20,NA,NA,0,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,15308,@JAC,0.3,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,2.2,1.4,17,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,14551,@KCC,0.6,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philips, Kyle",WR,TEN,NA,2.5,1.4,20,NA,NA,0,NA,1,NA,0,0,2.1,NA,NA,FantasySharks,15901,@HOU,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,ATL,NA,1.1,0.8,8,NA,NA,0.2,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,14280,@CHI,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,3.2,1.9,20,NA,NA,0,NA,0,NA,0,0.1,2,NA,NA,FantasySharks,14123,@IND,0.5,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,PHI,NA,2.3,1.1,14,NA,NA,0.1,NA,0,NA,0,0,2,NA,NA,FantasySharks,14592,ARI,0.3,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,2.1,1.2,14,NA,NA,0.1,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,13910,GBP,0.4,0.1,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,ATL,NA,2.5,1.4,19,NA,NA,0,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,13289,@CHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,PIT,NA,3.1,2.2,18,NA,NA,0,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,11678,@SEA,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,1.4,0.9,16,NA,NA,0.1,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,15786,GBP,0.1,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,NYG,NA,2.8,1.7,15,NA,NA,0.1,NA,-0.1,NA,0,0,1.8,NA,NA,FantasySharks,12658,LAR,0.3,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,2,1.3,16,NA,NA,0,NA,1,NA,0,0,1.8,NA,NA,FantasySharks,14113,CIN,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,2.4,1.4,17,NA,NA,0,NA,0.1,NA,0,0,1.8,NA,NA,FantasySharks,16183,LAR,0,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,1.9,1.4,15,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13638,@BAL,0.1,0,0,0,0,0,0,26,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,1.8,0.9,10,NA,NA,0.1,NA,0.1,NA,0,0,1.6,NA,NA,FantasySharks,15758,NYJ,0.2,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,3.3,1.5,15,NA,NA,0,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,16191,NYJ,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.7,0.8,11,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,15292,SFO,0.1,0,0,0,0.1,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,2.1,1.2,14,NA,NA,0,NA,1,NA,0,0,1.6,NA,NA,FantasySharks,15759,TEN,0.3,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,CLE,NA,2.3,1,14,NA,NA,0,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,11239,NYJ,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,2.3,1.1,11,NA,NA,0.1,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,15491,@NYG,0.4,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,DET,NA,2.1,1,13,NA,NA,0.1,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,14857,@DAL,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin III, Calvin",WR,PIT,NA,1.4,0.7,5,NA,NA,0,NA,4,NA,0.1,0,1.5,NA,NA,FantasySharks,15777,@SEA,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,NYJ,NA,2.4,0.9,8,NA,NA,0.1,NA,1,NA,0,0,1.5,NA,NA,FantasySharks,10308,@CLE,0.6,0,0.1,0,0,0,0,9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chosen, Robbie",WR,MIA,NA,0.9,0.6,12,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,12930,@BAL,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
