player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Rhamondre Stevenson,RB,NE,NA,NA,56.36,NA,0.4,NA,3.09,25.68,NA,NA,0.1,0.04,14.23,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
D'Andre Swift,RB,DET,NA,NA,39.52,NA,0.35,NA,3.81,33.05,NA,NA,0.15,0.05,14.05,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
David Montgomery,RB,CHI,NA,NA,54.78,NA,0.42,NA,2.32,24.31,NA,NA,0.15,0.05,13.55,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,74.32,NA,0.47,NA,1.79,15.73,NA,NA,0.03,0.2,13.42,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Kenneth Walker III,RB,SEA,NA,NA,65.14,NA,0.5,NA,1.87,15.72,NA,NA,0.06,NA,13.34,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Miles Sanders,RB,PHI,NA,NA,71.37,NA,0.59,NA,1.28,8.46,NA,NA,0.04,0.08,13.06,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Dalvin Cook,RB,MIN,NA,NA,64,NA,0.45,NA,1.88,15.07,NA,NA,0.06,0.1,12.71,NA,2557991,NFL,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Najee Harris,RB,PIT,NA,NA,58.67,NA,0.3,NA,2.28,17.73,NA,NA,0.11,NA,12.38,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,CLE,NA,NA,64.02,NA,0.5,NA,1.4,11.86,NA,NA,0.06,0.06,12.29,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Ezekiel Elliott,RB,DAL,NA,NA,55.66,NA,0.5,NA,1.78,13.88,NA,NA,0.07,0.03,12.27,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Cam Akers,RB,LA,NA,NA,66.54,NA,0.49,NA,1.4,11.37,NA,NA,0.05,0.19,12.05,NA,2564319,NFL,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,NA,67.06,NA,0.42,NA,1.43,9.68,NA,NA,0.06,0.07,11.86,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Tyler Allgeier,RB,ATL,NA,NA,65.88,NA,0.45,NA,1.09,8.75,NA,NA,0.04,NA,11.57,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Latavius Murray,RB,DEN,NA,NA,60.31,NA,0.37,NA,1.53,11.85,NA,NA,0.06,NA,11.39,NA,2541161,NFL,11390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Bam Knight,RB,NYJ,NA,NA,58.4,NA,0.38,NA,1.6,13.22,NA,NA,0.06,0.03,11.36,NA,2568036,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Royce Freeman,RB,HOU,NA,NA,57.8,NA,0.35,NA,1.53,12.41,NA,NA,0.06,NA,11.03,NA,2560733,NFL,13617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Raheem Mostert,RB,MIA,NA,NA,54.83,NA,0.32,NA,1.93,12.01,NA,NA,0.07,0.07,10.87,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
D'Onta Foreman,RB,CAR,NA,NA,66.58,NA,0.48,NA,0.57,5.02,NA,NA,0.03,0.05,10.77,NA,2557994,NFL,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Hassan Haskins,RB,TEN,NA,NA,49.66,NA,0.3,NA,2.05,15.63,NA,NA,0.07,0.04,10.74,NA,2567649,NFL,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
AJ Dillon,RB,GB,NA,NA,49.64,NA,0.38,NA,1.74,14.87,NA,NA,0.05,0.03,10.71,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,BUF,NA,NA,50.13,NA,0.4,NA,1.68,12.95,NA,NA,0.07,0.06,10.69,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,36.76,NA,0.26,NA,2.76,19.03,NA,NA,0.15,0.07,10.68,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Cordarrelle Patterson,RB,ATL,NA,NA,41.34,NA,0.36,NA,1.52,13.32,NA,NA,0.06,0.03,9.45,NA,2540145,NFL,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,BAL,NA,NA,53.26,NA,0.36,NA,0.79,7.78,NA,NA,0.03,NA,9.25,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Jamaal Williams,RB,DET,NA,NA,52.55,NA,0.51,NA,0.46,3.51,NA,NA,0.02,0.06,9.19,NA,2558204,NFL,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Michael Carter,RB,NYJ,NA,NA,26.66,NA,0.15,NA,2.29,21.06,NA,NA,0.09,0.02,8.46,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,33.39,NA,0.24,NA,1.2,10.74,NA,NA,0.06,0.03,7.35,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,NA,24.95,NA,0.15,NA,1.79,13.98,NA,NA,0.07,NA,7.06,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jerick McKinnon,RB,KC,NA,NA,14.11,NA,0.09,NA,2.07,19.96,NA,NA,0.1,NA,6.62,NA,2543715,NFL,11761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,NA,32.19,NA,0.22,NA,1.12,8.33,NA,NA,0.04,0.06,6.61,NA,2560938,NFL,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,NA,18.39,NA,0.18,NA,1.66,13.76,NA,NA,0.07,0.03,6.4,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Damien Harris,RB,NE,NA,NA,28.19,NA,0.24,NA,0.94,8.72,NA,NA,0.04,0.03,6.25,NA,2562281,NFL,14075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald Jones,RB,KC,NA,NA,26.81,NA,0.19,NA,1.06,9.46,NA,NA,0.05,0.04,6.05,NA,2560770,NFL,13606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,23.99,NA,0.18,NA,1.23,11.02,NA,NA,0.04,0.05,5.95,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marlon Mack,RB,DEN,NA,NA,20.55,NA,0.12,NA,1.42,9.2,NA,NA,0.07,0.01,5.66,NA,2558123,NFL,13234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Jaylen Warren,RB,PIT,NA,NA,18.23,NA,0.11,NA,1.54,12.79,NA,NA,0.06,0.01,5.64,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,NA,23.91,NA,0.17,NA,1.15,9.82,NA,NA,0.04,0.09,5.6,NA,2565054,NFL,14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,19.23,NA,0.13,NA,1.25,11.52,NA,NA,0.04,NA,5.35,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,NA,26.02,NA,0.22,NA,0.75,4.69,NA,NA,0.02,NA,5.26,NA,2565926,NFL,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,NA,NA,20.37,NA,0.13,NA,1.22,9.47,NA,NA,0.03,0.01,5.14,NA,2565603,NFL,15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaret Patterson,RB,WAS,NA,NA,24.01,NA,0.18,NA,0.78,5.99,NA,NA,0.03,0.02,5,NA,2567160,NFL,15260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,NA,26.97,NA,0.23,NA,0.33,3.18,NA,NA,0.02,0.06,4.79,NA,2561324,NFL,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
David Johnson,RB,NO,NA,NA,17.51,NA,0.07,NA,1.38,9.6,NA,NA,0.05,0.03,4.75,NA,2553435,NFL,12171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,NA,15.5,NA,0.09,NA,1.36,9.68,NA,NA,0.04,0.01,4.7,NA,2565144,NFL,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
JaMycal Hasty,RB,JAX,NA,NA,15.84,NA,0.11,NA,1.02,7.58,NA,NA,0.03,0.01,4.18,NA,2565108,NFL,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,BUF,NA,NA,9.73,NA,0.06,NA,1.32,10.51,NA,NA,0.04,NA,4.12,NA,2560742,NFL,13622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA
Rex Burkhead,RB,HOU,NA,NA,4.44,NA,0.03,NA,1.73,14.11,NA,NA,0.05,NA,4.07,NA,2539265,NFL,11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LA,NA,NA,16.03,NA,0.09,NA,0.97,6.79,NA,NA,0.05,0.01,4.07,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,NA,NA,18.46,NA,0.11,NA,0.85,6,NA,NA,0.02,0.02,4.04,NA,2568672,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jackson,RB,DET,NA,NA,10.31,NA,0.09,NA,1.19,10.33,NA,NA,0.03,0.01,4.01,NA,2560756,NFL,13620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Chase Edmonds,RB,DEN,NA,NA,14.57,NA,0.07,NA,1.05,6.91,NA,NA,0.06,NA,3.98,NA,2560711,NFL,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,BAL,NA,NA,13.66,NA,0.09,NA,1.06,7.56,NA,NA,0.03,0.01,3.88,NA,2555230,NFL,12630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,NA,4.27,NA,0.03,NA,1.5,13.35,NA,NA,0.05,NA,3.74,NA,2552374,NFL,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,NA,20.59,NA,0.13,NA,0.52,1.92,NA,NA,0.01,0.02,3.57,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrion Davis-Price,RB,SF,NA,NA,18.65,NA,0.11,NA,0.57,4.27,NA,NA,0.01,0.02,3.54,NA,2568207,NFL,15746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,15.86,NA,0.11,NA,0.59,5.12,NA,NA,0.03,0.02,3.49,NA,2568804,NFL,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Harris,RB,NE,NA,NA,19.43,NA,0.15,NA,0.36,1.86,NA,NA,0.02,0.02,3.47,NA,2567934,NFL,15719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,NA,15.02,NA,0.11,NA,0.69,4.81,NA,NA,0.03,0.02,3.47,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Williams,RB,WAS,NA,NA,14.26,NA,0.11,NA,0.71,6.24,NA,NA,0.03,0.07,3.46,NA,2555227,NFL,12635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taiwan Jones,RB,BUF,NA,NA,11.96,NA,0.06,NA,0.95,7.01,NA,NA,0.04,0.01,3.43,NA,2495467,NFL,10368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,NE,NA,NA,12.43,NA,0.1,NA,0.79,5.57,NA,NA,0.04,0.01,3.41,NA,2567952,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,NA,10.77,NA,0.08,NA,0.9,7.38,NA,NA,0.04,0.03,3.38,NA,2558918,NFL,13378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qadree Ollison,RB,DAL,NA,NA,15.16,NA,0.14,NA,0.69,3.36,NA,NA,0.01,0.04,3.36,NA,2562797,NFL,14097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Wilkins,RB,IND,NA,NA,12.46,NA,0.09,NA,0.9,5.15,NA,NA,0.01,NA,3.34,NA,2560933,NFL,13789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Raheem Blackshear,RB,CAR,NA,NA,9.81,NA,0.07,NA,0.99,7.09,NA,NA,0.04,0.01,3.32,NA,2569477,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,NA,13.57,NA,0.1,NA,0.7,4.93,NA,NA,0.03,0.03,3.27,NA,2562600,NFL,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,NA,13.09,NA,0.12,NA,0.68,3.12,NA,NA,0.02,0.02,3.1,NA,2561146,NFL,13814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,9.11,NA,0.06,NA,0.86,6.85,NA,NA,0.03,NA,3,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,NA,NA,NA,NA,NA,1.46,9.66,NA,NA,0.06,NA,2.81,NA,2562288,NFL,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Tyler Badie,RB,DEN,NA,NA,8.31,NA,0.05,NA,0.79,5.96,NA,NA,0.04,0.01,2.74,NA,2567265,NFL,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,NYJ,NA,NA,7.69,NA,0.06,NA,0.69,5.59,NA,NA,0.02,0.01,2.48,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,NA,NA,9.39,NA,0.08,NA,0.49,4.52,NA,NA,0.02,0.01,2.46,NA,2566364,NFL,15462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,NA,NA,NA,NA,NA,1.13,8.86,NA,NA,0.07,NA,2.44,NA,2540230,NFL,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snoop Conner,RB,JAX,NA,NA,13.96,NA,0.09,NA,0.35,1.17,NA,NA,0.01,0.02,2.42,NA,2567730,NFL,15725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,NA,13.05,NA,0.11,NA,0.23,1.45,NA,NA,0.01,0.01,2.38,NA,2564040,NFL,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,NA,9.24,NA,0.07,NA,0.59,2.51,NA,NA,0.03,0.01,2.35,NA,2566313,NFL,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benny Snell,RB,PIT,NA,NA,13.83,NA,0.07,NA,0.34,1.03,NA,NA,0.01,0.02,2.27,NA,2562743,NFL,14072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrynton Evans,RB,CHI,NA,NA,10.43,NA,0.07,NA,0.36,2.37,NA,NA,0.02,0.01,2.16,NA,2564043,NFL,14808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,NA,10.75,NA,0.08,NA,0.25,1.65,NA,NA,0.02,0.02,2.05,NA,2565258,NFL,14810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
