player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points
Tommy Sweeney,TE,BUF,NA,0.7,0.7,6.5,NA,NA,0,0,0.65,NA,14894,FleaFlicker,14294,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,6.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPTyree Jackson,TE,PHI,NA,0.4,0.4,4,NA,NA,0,0,0.64,NA,14912,FleaFlicker,14060,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.19,70.56,NA,NA,0.61,NA,10.76,NA,travis-kelce-1,NumberFire,11244,ARI,NA,NA,NA,NA,NA,NA,NA,0.66,0.01,NA,NA,NA,NA,0.13,NA,NA,NA,3.86,17.66,#,61,1,13.9,8000,1.74,17.02,6600,2.58,13.9
Mark Andrews,TE,BAL,NA,NA,5.63,71.93,NA,NA,0.56,NA,10.48,NA,mark-andrews,NumberFire,13671,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,3.68,17.28,#,64,2,13.27,7900,1.68,16.14,6800,2.37,13.27
Darren Waller,TE,LV,NA,NA,4.6,61.08,NA,NA,0.4,NA,8.65,NA,darren-waller,NumberFire,12263,LAC,NA,NA,NA,NA,NA,NA,NA,1.4,0.01,NA,NA,NA,NA,0.25,NA,NA,NA,2.5,14.8,#,86,3,10.95,7000,1.56,13.29,5400,2.46,10.95
Kyle Pitts,TE,ATL,NA,NA,4.71,58.81,NA,NA,0.24,NA,7.29,NA,kyle-pitts,NumberFire,15329,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.61,12.97,#,107,4,9.66,6000,1.61,12.03,5700,2.11,9.66
Dallas Goedert,TE,PHI,NA,NA,3.77,44.43,NA,NA,0.29,NA,6.15,NA,dallas-goedert,NumberFire,13674,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.88,11.42,#,125,5,8.03,5700,1.41,9.94,4500,2.21,8.03
T.J. Hockenson,TE,DET,NA,NA,4.09,41.17,NA,NA,0.32,NA,6.02,NA,t-j-hockenson,NumberFire,14138,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.79,11.25,#,128,6,8.08,5700,1.42,10.14,4900,2.07,8.08
Dalton Schultz,TE,DAL,NA,NA,4.12,39.45,NA,NA,0.3,NA,5.71,NA,dalton-schultz,NumberFire,13772,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.59,10.83,#,133,7,7.79,NA,NA,9.87,NA,NA,7.79
Dawson Knox,TE,BUF,NA,NA,3.44,37.71,NA,NA,0.31,NA,5.6,NA,dawson-knox,NumberFire,14143,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.52,10.68,#,135,8,7.31,NA,NA,9.06,NA,NA,7.31
Zach Ertz,TE,ARI,NA,NA,3.85,39.68,NA,NA,0.22,NA,5.27,NA,zach-ertz-1,NumberFire,11247,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.3,10.24,#,146,9,7.21,5600,1.29,9.15,4400,2.08,7.21
Albert Okwuegbunam,TE,DEN,NA,NA,3.45,33.94,NA,NA,0.31,NA,5.25,NA,albert-okwuegbunam,NumberFire,14873,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.29,10.21,#,147,10,6.96,NA,NA,8.7,NA,NA,6.96
Hunter Henry,TE,NE,NA,NA,3.23,33.71,NA,NA,0.24,NA,4.8,NA,hunter-henry,NumberFire,12676,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,9.6,#,156,11,6.43,5400,1.19,8.05,3800,2.12,6.43
Robert Tonyan,TE,GB,NA,NA,2.93,33.81,NA,NA,0.24,NA,4.79,NA,robert-tonyan,NumberFire,13427,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.01,9.59,#,158,12,6.29,5100,1.23,7.76,3900,1.99,6.29
Evan Engram,TE,JAC,NA,NA,3.27,34.63,NA,NA,0.21,NA,4.67,NA,evan-engram,NumberFire,13189,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.08,9.42,#,160,13,6.34,4900,1.29,7.99,3500,2.28,6.34
Mike Gesicki,TE,MIA,NA,NA,3.27,30.56,NA,NA,0.27,NA,4.64,NA,michael-gesicki,NumberFire,13672,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.1,9.38,#,161,14,6.29,5500,1.14,7.95,4800,1.66,6.29
Pat Freiermuth,TE,PIT,NA,NA,3.56,34.13,NA,NA,0.19,NA,4.54,NA,pat-freiermuth,NumberFire,15331,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.17,9.25,#,166,15,6.31,5300,1.19,8.11,4200,1.93,6.31
Tyler Higbee,TE,LA,NA,NA,3.04,31.24,NA,NA,0.23,NA,4.49,NA,tyler-higbee,NumberFire,12678,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.2,9.18,#,168,16,6,NA,NA,7.54,NA,NA,6
Cole Kmet,TE,CHI,NA,NA,3.4,33.91,NA,NA,0.19,NA,4.49,NA,cole-kmet,NumberFire,14867,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.2,9.18,#,168,16,6.21,5000,1.24,7.93,3700,2.14,6.21
Irv Smith Jr.,TE,MIN,NA,NA,3.18,30.8,NA,NA,0.23,NA,4.47,NA,irv-smith-jr,NumberFire,14141,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.21,9.15,#,171,18,6.03,5100,1.18,7.64,3400,2.25,6.03
Gerald Everett,TE,LAC,NA,NA,2.95,30.06,NA,NA,0.25,NA,4.46,NA,gerald-everett,NumberFire,13236,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.22,9.14,#,172,19,5.94,5200,1.14,7.45,3800,1.96,5.94
Noah Fant,TE,SEA,NA,NA,3.64,33.05,NA,NA,0.17,NA,4.32,NA,noah-fant,NumberFire,14137,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.31,8.95,#,177,20,6.15,NA,NA,7.98,NA,NA,6.15
Adam Trautman,TE,NO,NA,NA,2.42,29.81,NA,NA,0.22,NA,4.31,NA,adam-trautman,NumberFire,14870,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.32,8.94,#,178,21,5.51,4700,1.17,6.73,3100,2.17,5.51
David Njoku,TE,CLE,NA,NA,3.04,31.87,NA,NA,0.17,NA,4.2,NA,david-njoku,NumberFire,13192,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.39,8.79,#,179,22,5.75,5000,1.15,7.27,3900,1.86,5.75
Mo Alie-Cox,TE,IND,NA,NA,2.38,29.91,NA,NA,0.19,NA,4.13,NA,mo-alie-cox,NumberFire,13246,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.43,8.69,#,185,23,5.28,4800,1.1,6.49,3400,1.91,5.28
Jonnu Smith,TE,NE,NA,NA,2.53,26.8,NA,NA,0.2,NA,4.08,NA,jonnu-smith,NumberFire,13193,MIA,NA,NA,NA,NA,NA,NA,NA,1.59,0.01,NA,NA,NA,NA,0.28,NA,NA,NA,-0.47,8.63,#,186,24,5.32,4700,1.13,6.61,2800,2.36,5.32
Logan Thomas,TE,WSH,NA,NA,2.73,27.37,NA,NA,0.2,NA,3.9,NA,logan-thomas,NumberFire,11647,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.58,8.38,#,190,25,5.3,5500,0.96,6.68,3200,2.09,5.3
Austin Hooper,TE,TEN,NA,NA,2.8,25.04,NA,NA,0.21,NA,3.75,NA,austin-hooper,NumberFire,12677,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.68,8.18,#,192,26,5.18,4900,1.06,6.58,3700,1.78,5.18
George Kittle,TE,SF,NA,NA,2.17,24.51,NA,NA,0.14,NA,3.49,NA,george-kittle,NumberFire,13299,CHI,NA,NA,NA,NA,NA,NA,NA,1.58,0.01,NA,NA,NA,NA,0.31,NA,NA,NA,-0.85,7.83,#,199,27,4.55,6100,0.75,5.66,5900,0.96,4.55
Tyler Conklin,TE,NYJ,NA,NA,2.49,24.74,NA,NA,0.15,NA,3.35,NA,tyler-conklin,NumberFire,13675,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.94,7.64,#,203,28,4.6,5000,0.92,5.86,3500,1.67,4.6
Hayden Hurst,TE,CIN,NA,NA,2.19,20.48,NA,NA,0.19,NA,3.16,NA,hayden-hurst,NumberFire,13680,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.06,7.38,#,207,29,4.24,4900,0.87,5.36,3300,1.62,4.24
Brevin Jordan,TE,HOU,NA,NA,2.29,21.73,NA,NA,0.15,NA,3.06,NA,brevin-jordan,NumberFire,15330,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.13,7.25,#,211,30,4.2,4800,0.88,5.35,3100,1.73,4.2
Kyle Rudolph,TE,TB,NA,NA,1.75,17.46,NA,NA,0.18,NA,2.82,NA,kyle-rudolph,NumberFire,10312,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.28,6.92,#,219,31,3.7,NA,NA,4.58,NA,NA,3.7
Dan Arnold,TE,JAC,NA,NA,1.48,18.86,NA,NA,0.11,NA,2.5,NA,dan-arnold,NumberFire,13880,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.49,6.49,#,225,32,3.25,4400,0.74,4.01,2800,1.43,3.25
Daniel Bellinger,TE,NYG,NA,NA,1.83,16.46,NA,NA,0.11,NA,2.3,NA,daniel-bellinger,NumberFire,15873,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.62,6.22,#,230,33,3.2,NA,NA,4.13,NA,NA,3.2
Foster Moreau,TE,LV,NA,NA,1.2,14.08,NA,NA,0.14,NA,2.22,NA,foster-moreau,NumberFire,14239,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.67,6.11,#,234,34,2.83,4500,0.63,3.44,3200,1.08,2.83
C.J. Uzomah,TE,NYJ,NA,NA,1.46,14.56,NA,NA,0.09,NA,2.02,NA,c-j-uzomah,NumberFire,12317,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.8,5.84,#,238,35,2.73,4800,0.57,3.46,3600,0.96,2.73
Donald Parham Jr.,TE,LAC,NA,NA,1.16,12.08,NA,NA,0.12,NA,1.91,NA,donald-parham-jr,NumberFire,14341,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.87,5.69,#,241,36,2.49,4500,0.55,3.08,2800,1.1,2.49
Isaiah Likely,TE,BAL,NA,NA,1.11,11.74,NA,NA,0.11,NA,1.82,NA,isaiah-likely,NumberFire,15798,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.93,5.57,#,247,37,2.37,NA,NA,2.93,NA,NA,2.37
Ross Dwelley,TE,SF,NA,NA,1.2,10.84,NA,NA,0.1,NA,1.67,NA,ross-dwelley,NumberFire,13988,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.03,5.37,#,253,38,2.26,4100,0.55,2.87,2500,1.15,2.26
Geoff Swaim,TE,TEN,NA,NA,1.26,10.23,NA,NA,0.11,NA,1.67,NA,geoff-swaim,NumberFire,12378,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.03,5.37,#,253,38,2.29,4400,0.52,2.93,3000,0.98,2.29
Harrison Bryant,TE,CLE,NA,NA,1.24,10.88,NA,NA,0.07,NA,1.51,NA,harrison-bryant,NumberFire,14875,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.13,5.15,#,260,40,2.11,4600,0.46,2.74,2900,0.94,2.11
Cameron Brate,TE,TB,NA,NA,0.96,8.61,NA,NA,0.11,NA,1.49,NA,cameron-brate,NumberFire,12110,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.14,5.12,#,261,41,1.98,NA,NA,2.47,NA,NA,1.98
Josiah Deguara,TE,GB,NA,NA,0.94,9.73,NA,NA,0.08,NA,1.44,NA,josiah-deguara,NumberFire,14876,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.18,5.06,#,263,42,1.9,4500,0.42,2.38,2900,0.82,1.9
Trey McBride,TE,ARI,NA,NA,0.91,9.14,NA,NA,0.06,NA,1.29,NA,trey-mcbride,NumberFire,15794,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.27,4.85,#,275,43,1.71,4200,0.41,2.17,2900,0.75,1.71
Tommy Tremble,TE,CAR,NA,NA,0.84,8.17,NA,NA,0.07,NA,1.24,NA,tommy-tremble,NumberFire,15332,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.31,4.79,#,278,44,1.66,4600,0.36,2.08,3100,0.67,1.66
Ian Thomas,TE,CAR,NA,NA,0.83,7.59,NA,NA,0.07,NA,1.16,NA,ian-thomas,NumberFire,13678,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.36,4.68,#,283,45,1.57,4200,0.37,2,3000,0.67,1.57
Chris Myarick,TE,NYG,NA,NA,0.91,8.1,NA,NA,0.06,NA,1.14,NA,chris-myarick,NumberFire,15620,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.37,4.65,#,284,46,1.61,4100,0.39,2.07,2500,0.83,1.61
Durham Smythe,TE,MIA,NA,NA,0.83,7.06,NA,NA,0.07,NA,1.12,NA,durham-smythe,NumberFire,13676,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.38,4.62,#,286,47,1.54,4400,0.35,1.96,2600,0.75,1.54
Pharaoh Brown,TE,HOU,NA,NA,0.85,8.01,NA,NA,0.05,NA,1.11,NA,pharaoh-brown,NumberFire,13994,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.39,4.61,#,288,48,1.51,4300,0.35,1.94,2600,0.75,1.51
Brycen Hopkins,TE,LA,NA,NA,0.58,6.01,NA,NA,0.06,NA,0.93,NA,brycen-hopkins,NumberFire,14868,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.51,4.37,#,299,49,1.25,NA,NA,1.54,NA,NA,1.25
Kylen Granson,TE,IND,NA,NA,0.57,5.84,NA,NA,0.05,NA,0.88,NA,kylen-granson,NumberFire,15419,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.54,4.3,#,303,50,1.17,4400,0.27,1.45,2500,0.58,1.17
Will Dissly,TE,SEA,NA,NA,0.66,6.63,NA,NA,0.04,NA,0.88,NA,will-dissly,NumberFire,13763,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.54,4.3,#,303,50,1.21,NA,NA,1.55,NA,NA,1.21
Zach Gentry,TE,PIT,NA,NA,0.63,5.94,NA,NA,0.04,NA,0.83,NA,zach-gentry,NumberFire,14240,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.57,4.23,#,307,52,1.15,4700,0.24,1.46,2800,0.52,1.15
Marcedes Lewis,TE,GB,NA,NA,0.51,5.45,NA,NA,0.04,NA,0.81,NA,marcedes-lewis,NumberFire,8269,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.59,4.21,#,311,53,1.04,4200,0.25,1.3,2500,0.52,1.04
Noah Gray,TE,KC,NA,NA,0.51,4.8,NA,NA,0.05,NA,0.8,NA,noah-gray-1,NumberFire,15337,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.59,4.19,#,313,54,1.04,4200,0.25,1.29,2500,0.52,1.04
O.J. Howard,TE,HOU,NA,NA,0.47,5.84,NA,NA,0.03,NA,0.77,NA,o-j-howard,NumberFire,13188,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.61,4.15,#,316,55,0.98,NA,NA,1.22,NA,NA,0.98
Eric Saubert,TE,DEN,NA,NA,0.49,4.56,NA,NA,0.05,NA,0.74,NA,eric-saubert,NumberFire,13315,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.63,4.11,#,325,56,1,NA,NA,1.25,NA,NA,1
Brock Wright,TE,DET,NA,NA,0.48,4.63,NA,NA,0.04,NA,0.72,NA,brock-wright,NumberFire,15626,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.08,#,330,57,0.94,4500,0.21,1.18,2500,0.47,0.94
Chris Manhertz,TE,JAC,NA,NA,0.46,4.95,NA,NA,0.03,NA,0.7,NA,chris-manhertz,NumberFire,12955,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.66,4.06,#,333,58,0.91,4200,0.22,1.14,2600,0.44,0.91
Nick Boyle,TE,BAL,NA,NA,0.45,4.41,NA,NA,0.04,NA,0.68,NA,nick-boyle,NumberFire,12328,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.67,4.03,#,336,59,0.91,4100,0.22,1.13,2500,0.45,0.91
John Bates,TE,WSH,NA,NA,0.44,4.7,NA,NA,0.03,NA,0.68,NA,john-bates,NumberFire,15344,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.67,4.03,#,336,59,0.87,4700,0.19,1.09,3100,0.35,0.87
Tyree Jackson,TE,PHI,NA,NA,0.42,3.99,NA,NA,0.04,NA,0.62,NA,tyree-jackson,NumberFire,14060,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.95,#,346,61,0.85,4200,0.2,1.06,2500,0.42,0.85
Jody Fortson,TE,KC,NA,NA,0.39,3.72,NA,NA,0.04,NA,0.61,NA,jody-fortson,NumberFire,15070,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#,348,62,0.81,4300,0.19,1,2500,0.4,0.81
Drew Sample,TE,CIN,NA,NA,0.47,3.93,NA,NA,0.04,NA,0.61,NA,drew-sample,NumberFire,14146,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#,348,62,0.87,4200,0.21,1.1,3000,0.37,0.87
Jesper Horsted,TE,CHI,NA,NA,0.41,4.16,NA,NA,0.03,NA,0.58,NA,jesper-horsted,NumberFire,14752,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.73,3.89,#,356,64,0.8,4100,0.2,1.01,NA,NA,0.8
MyCole Pruitt,TE,ATL,NA,NA,0.41,3.93,NA,NA,0.03,NA,0.55,NA,mycole-pruitt,NumberFire,12309,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.85,#,359,65,0.78,4000,0.2,0.98,NA,NA,0.78
Charlie Woerner,TE,SF,NA,NA,0.4,3.6,NA,NA,0.03,NA,0.55,NA,charlie-woerner,NumberFire,14984,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.85,#,359,65,0.74,4200,0.18,0.94,2500,0.38,0.74
Ryan Griffin,TE,CHI,NA,NA,0.38,3.9,NA,NA,0.03,NA,0.54,NA,ryan-griffin,NumberFire,11399,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.76,3.84,#,367,67,0.76,4100,0.19,0.95,2700,0.35,0.76
Tre' McKitty,TE,LAC,NA,NA,0.26,2.57,NA,NA,0.03,NA,0.41,NA,tre-mckitty,NumberFire,15333,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.84,3.66,#,385,68,0.57,4100,0.14,0.7,2500,0.28,0.57
Chris Herndon,TE,NO,NA,NA,0.21,2.55,NA,NA,0.02,NA,0.39,NA,chris-herndon,NumberFire,13679,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.64,#,392,69,0.48,4100,0.12,0.59,NA,NA,0.48
Juwan Johnson,TE,NO,NA,NA,0.2,2.4,NA,NA,0.02,NA,0.38,NA,juwan-johnson,NumberFire,14861,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.62,#,395,70,0.46,4200,0.11,0.56,2500,0.22,0.46
Stephen Anderson,TE,ARI,NA,NA,0.25,2.77,NA,NA,0.02,NA,0.38,NA,stephen-anderson,NumberFire,12859,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.62,#,395,70,0.52,4100,0.13,0.65,2500,0.26,0.52
Reggie Gilliam,TE,BUF,NA,NA,0.25,2.29,NA,NA,0.02,NA,0.37,NA,reggie-gilliam,NumberFire,15103,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#,403,72,0.47,NA,NA,0.6,NA,NA,0.47
Maxx Williams,TE,ARI,NA,NA,0.27,2.7,NA,NA,0.02,NA,0.37,NA,maxx-williams,NumberFire,12206,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#,403,72,0.53,4100,0.13,0.66,2700,0.24,0.53
Nick Vannett,TE,NO,NA,NA,0.21,2.37,NA,NA,0.02,NA,0.37,NA,nick-vannett,NumberFire,12680,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#,403,72,0.46,4300,0.11,0.57,2500,0.23,0.46
Darrell Daniels,TE,ARI,NA,NA,0.25,2.5,NA,NA,0.02,NA,0.36,NA,darrell-daniels,NumberFire,13396,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#,408,75,0.5,4000,0.13,0.62,NA,NA,0.5
Tyler Davis,TE,GB,NA,NA,0.23,2.4,NA,NA,0.02,NA,0.36,NA,tyler-davis,NumberFire,14996,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#,408,75,0.48,4100,0.12,0.59,2500,0.24,0.48
Dominique Dafney,TE,GB,NA,NA,0.23,2.46,NA,NA,0.02,NA,0.36,NA,dominique-dafney,NumberFire,15214,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.6,#,408,75,0.48,4100,0.12,0.6,2500,0.24,0.48
Josh Oliver,TE,BAL,NA,NA,0.22,2.26,NA,NA,0.02,NA,0.35,NA,josh-oliver,NumberFire,14209,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#,415,78,0.46,4000,0.12,0.57,2500,0.23,0.46
Johnny Mundt,TE,MIN,NA,NA,0.24,2.21,NA,NA,0.02,NA,0.34,NA,johnny-mundt,NumberFire,13940,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#,418,79,0.46,4200,0.11,0.58,2500,0.23,0.46
Jace Sternberger,TE,PIT,NA,NA,0.25,2.41,NA,NA,0.02,NA,0.34,NA,jace-sternberger,NumberFire,14140,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#,418,79,0.49,4100,0.12,0.61,2500,0.24,0.49
Devin Asiasi,TE,CIN,NA,NA,0.23,2.11,NA,NA,0.02,NA,0.33,NA,devin-asiasi,NumberFire,14936,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#,423,81,0.45,4100,0.11,0.56,2500,0.22,0.45
Ben Ellefson,TE,MIN,NA,NA,0.24,2.19,NA,NA,0.02,NA,0.33,NA,ben-ellefson,NumberFire,15088,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#,423,81,0.46,4200,0.11,0.58,2500,0.23,0.46
Kevin Rader,TE,PIT,NA,NA,0.25,2.38,NA,NA,0.02,NA,0.33,NA,kevin-rader,NumberFire,14363,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#,423,81,0.48,NA,NA,0.61,2500,0.24,0.48
Colin Thompson,TE,CAR,NA,NA,0.21,2.09,NA,NA,0.02,NA,0.32,NA,colin-thompson,NumberFire,15123,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#,426,84,0.43,4000,0.11,0.54,2500,0.22,0.43
